,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,200-249,-2088円,159分,98.3%,3266件
1,250-299,-2126円,158分,98.2%,4200件
2,300-349,-2209円,158分,98.1%,3691件
3,350-399,-1578円,154分,98.6%,3484件
4,400-449,-1504円,153分,98.7%,3070件
5,450-499,-1411円,151分,98.8%,2818件
6,500-549,-1217円,149分,98.9%,2639件
7,550-599,-753円,145分,99.3%,2510件
8,600-649,-1169円,145分,98.9%,2204件
9,650-699,-767円,142分,99.3%,2147件
10,700-749,-167円,139分,99.8%,2020件
11,750-799,87円,138分,100.1%,1906件
12,800-849,-132円,134分,99.9%,3452件
13,850-899,-45円,134分,100%,1960件
14,900-949,-22円,131分,100%,2026件
15,950-999,307円,129分,100.3%,1730件
16,1000-1049,570円,127分,100.6%,1550件
17,1050-1099,845円,123分,100.9%,1536件
18,1100-1149,373円,123分,100.4%,1487件
19,1150-1199,498円,120分,100.6%,1361件
20,1200-1249,1309円,116分,101.5%,1414件
21,1250-1299,1835円,114分,102.1%,1270件
22,1300-1349,1477円,112分,101.8%,1304件
23,1350-1399,1676円,108分,102.1%,1291件
24,1400-1449,1694円,106分,102.1%,1262件
25,1450-1499,1771円,104分,102.3%,1265件
26,1500-1549,2604円,100分,103.5%,1203件
27,1550-1599,2698円,97分,103.7%,1196件
28,1600-1649,2899円,95分,104.1%,1086件
29,1650-1699,2967円,92分,104.3%,1111件
30,1700-1749,3109円,91分,104.6%,1040件
31,1750-1799,2845円,87分,104.4%,1045件
32,1800-1849,3326円,83分,105.3%,973件
33,1850-1899,3722円,80分,106.2%,1013件
34,1900-1949,3649円,76分,106.4%,963件
35,1950-1999,3986円,73分,107.3%,934件
36,2000-2049,3878円,69分,107.5%,952件
37,2050-2099,4290円,67分,108.6%,892件
38,2100-2149,4341円,65分,109%,895件
39,2150-2199,4890円,61分,110.7%,909件
40,2200-2249,4956円,57分,111.5%,800件
41,2250-2299,4649円,54分,111.5%,799件
42,2300-2349,5272円,51分,113.7%,786件
43,2350-2399,5814円,47分,116.4%,791件
44,2400-2449,6221円,46分,118%,730件
45,2450-2499,6038円,44分,118.1%,755件
46,2500-2549,6991円,42分,122%,696件
47,2550-2599,7464円,41分,124%,679件
48,2600-2649,7847円,39分,126.7%,634件
49,2650-2699,8423円,38分,129.8%,574件
50,2700-2749,9339円,34分,136.3%,479件
51,2750-2799,10082円,31分,142.7%,412件
52,2800-2849,10653円,28分,149.9%,329件
53,2850-2899,11993円,26分,162.5%,242件
54,2900-2949,12871円,22分,178.7%,188件
