,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,950-999,7648円,121分,108.5%,21件
1,1000-1049,8892円,123分,109.6%,23件
2,1050-1099,4746円,114分,105.5%,28件
3,1100-1149,8028円,125分,108.5%,32件
4,1150-1199,6779円,110分,108.2%,41件
5,1200-1249,9599円,107分,111.9%,33件
6,1250-1299,7734円,111分,109.3%,43件
7,1300-1349,4617円,107分,105.8%,38件
8,1350-1399,8000円,101分,110.5%,46件
9,1400-1449,7579円,98分,110.3%,48件
10,1450-1499,8518円,101分,111.2%,64件
11,1500-1549,8414円,103分,110.9%,63件
12,1550-1599,7794円,101分,110.3%,60件
13,1600-1649,7514円,93分,110.7%,73件
14,1650-1699,7374円,94分,110.5%,75件
15,1700-1749,8686円,86分,113.4%,72件
16,1750-1799,8862円,84分,114.1%,62件
17,1800-1849,7818円,89分,111.7%,64件
18,1850-1899,9116円,78分,115.5%,57件
19,1900-1949,8062円,81分,113.2%,69件
20,1950-1999,9508円,74分,117.2%,70件
21,2000-2049,8092円,70分,115.5%,61件
22,2050-2099,9466円,65分,119.6%,53件
23,2100-2149,10459円,67分,120.7%,68件
24,2150-2199,8202円,60分,118.3%,48件
25,2200-2249,7002円,58分,116.1%,53件
26,2250-2299,9285円,50分,124.7%,52件
27,2300-2349,11154円,41分,136%,53件
28,2350-2399,8319円,43分,125.6%,38件
29,2400-2449,9900円,40分,133.1%,40件
30,2450-2499,10623円,36分,139.8%,35件
31,2500-2549,10286円,40分,134.5%,34件
32,2550-2599,10772円,34分,141.8%,43件
33,2600-2649,11334円,35分,142.9%,44件
34,2650-2699,11724円,34分,146.3%,43件
35,2700-2749,11385円,36分,142.6%,29件
36,2750-2799,12148円,31分,151.5%,33件
37,2800-2849,12607円,29分,157.8%,38件
38,2850-2899,13031円,26分,168%,33件
39,2900-2949,13750円,22分,182.5%,19件
