,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,800-849,-368円,126分,99.6%,21件
1,850-899,252円,144分,100.2%,37件
2,900-949,3283円,123分,103.6%,30件
3,950-999,331円,127分,100.3%,40件
4,1000-1049,1443円,131分,101.5%,35件
5,1050-1099,2813円,126分,103%,56件
6,1100-1149,1887円,119分,102.1%,58件
7,1150-1199,2045円,117分,102.3%,69件
8,1200-1249,2831円,117分,103.2%,78件
9,1250-1299,2527円,115分,102.9%,87件
10,1300-1349,2219円,108分,102.7%,74件
11,1350-1399,3107円,108分,103.8%,86件
12,1400-1449,2808円,104分,103.6%,80件
13,1450-1499,2817円,99分,103.8%,89件
14,1500-1549,1937円,100分,102.6%,101件
15,1550-1599,3064円,96分,104.3%,99件
16,1600-1649,3749円,91分,105.5%,126件
17,1650-1699,3859円,91分,105.7%,107件
18,1700-1749,4467円,91分,106.6%,116件
19,1750-1799,4856円,88分,107.4%,103件
20,1800-1849,4148円,83分,106.7%,90件
21,1850-1899,4536円,78分,107.8%,126件
22,1900-1949,4194円,74分,107.5%,115件
23,1950-1999,3654円,74分,106.6%,103件
24,2000-2049,6294円,68分,112.4%,107件
25,2050-2099,4189円,66分,108.5%,75件
26,2100-2149,4038円,64分,108.4%,87件
27,2150-2199,4898円,63分,110.4%,68件
28,2200-2249,5036円,58分,111.5%,70件
29,2250-2299,5205円,52分,113.4%,73件
30,2300-2349,6869円,47分,119.4%,76件
31,2350-2399,6616円,44分,119.9%,61件
32,2400-2449,5540円,46分,116.1%,63件
33,2450-2499,6924円,44分,121.2%,67件
34,2500-2549,6810円,42分,121.7%,56件
35,2550-2599,7314円,41分,123.7%,68件
36,2600-2649,7292円,42分,123.2%,62件
37,2650-2699,8461円,36分,131.1%,53件
38,2700-2749,9676円,34分,138%,47件
39,2750-2799,9716円,31分,142.4%,44件
40,2800-2849,11299円,27分,155.4%,46件
41,2850-2899,12083円,27分,159.9%,59件
42,2900-2949,12848円,23分,175.6%,52件
