,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,50-99,-3167円,164分,97.4%,56102件
1,100-149,-3060円,163分,97.5%,16851件
2,150-199,-2656円,161分,97.8%,8950件
3,200-249,-2407円,157分,98%,6231件
4,250-299,-2214円,152分,98.1%,4993件
5,300-349,-2081円,154分,98.2%,4300件
6,350-399,-1766円,152分,98.5%,4241件
7,400-449,-1631円,149分,98.5%,4097件
8,450-499,-1637円,147分,98.5%,4002件
9,500-549,-1205円,144分,98.9%,3908件
10,550-599,-1102円,143分,99%,3888件
11,600-649,-972円,140分,99.1%,3853件
12,650-699,-901円,140分,99.1%,3800件
13,700-749,-708円,138分,99.3%,3688件
14,750-799,-737円,134分,99.3%,4001件
15,800-849,-296円,133分,99.7%,4159件
16,850-899,-229円,130分,99.8%,3906件
17,900-949,226円,127分,100.2%,3828件
18,950-999,124円,127分,100.1%,3613件
19,1000-1049,127円,124分,100.1%,3625件
20,1050-1099,497円,121分,100.5%,3418件
21,1100-1149,624円,118分,100.7%,3323件
22,1150-1199,850円,117分,101%,3214件
23,1200-1249,1049円,115分,101.2%,3091件
24,1250-1299,1125円,111分,101.3%,3074件
25,1300-1349,1101円,110分,101.3%,3039件
26,1350-1399,1541円,105分,101.9%,2937件
27,1400-1449,1611円,104分,102.1%,2891件
28,1450-1499,1920円,102分,102.5%,2848件
29,1500-1549,1985円,99分,102.7%,2757件
30,1550-1599,2107円,96分,102.9%,2703件
31,1600-1649,2406円,94分,103.4%,2702件
32,1650-1699,2470円,91分,103.6%,2601件
33,1700-1749,2770円,88分,104.2%,2467件
34,1750-1799,2574円,85分,104%,2518件
35,1800-1849,3075円,82分,105%,2481件
36,1850-1899,2749円,79分,104.7%,2235件
37,1900-1949,3576円,75分,106.3%,2334件
38,1950-1999,3830円,73分,107%,2223件
39,2000-2049,3731円,70分,107.2%,2159件
40,2050-2099,3835円,67分,107.7%,2119件
41,2100-2149,4025円,64分,108.4%,2076件
42,2150-2199,4176円,60分,109.2%,1990件
43,2200-2249,4487円,57分,110.5%,1918件
44,2250-2299,5196円,53分,113.1%,1923件
45,2300-2349,5032円,51分,113.2%,1866件
46,2350-2399,5407円,47分,115.3%,1784件
47,2400-2449,5785円,45分,117.2%,1814件
48,2450-2499,6242円,44分,119.1%,1732件
49,2500-2549,6063円,43分,118.6%,1450件
