,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,150-199,-2480円,159分,97.9%,483件
1,200-249,-1272円,158分,98.9%,839件
2,250-299,-2165円,158分,98.2%,1212件
3,300-349,-2002円,155分,98.3%,1423件
4,350-399,-1277円,152分,98.9%,1605件
5,400-449,-1073円,150分,99%,1631件
6,450-499,-1063円,147分,99%,1668件
7,500-549,-750円,147分,99.3%,1743件
8,550-599,-873円,146分,99.2%,1707件
9,600-649,-645円,144分,99.4%,1754件
10,650-699,-347円,140分,99.7%,1744件
11,700-749,495円,137分,100.5%,1679件
12,750-799,-666円,138分,99.4%,1983件
13,800-849,195円,133分,100.2%,1971件
14,850-899,-106円,132分,99.9%,1956件
15,900-949,778円,129分,100.8%,1827件
16,950-999,523円,127分,100.5%,1742件
17,1000-1049,655円,126分,100.7%,1532件
18,1050-1099,682円,124分,100.7%,1481件
19,1100-1149,941円,122分,101%,1354件
20,1150-1199,751円,117分,100.9%,1272件
21,1200-1249,1367円,117分,101.6%,1289件
22,1250-1299,1602円,113分,101.9%,1209件
23,1300-1349,1429円,113分,101.7%,1134件
24,1350-1399,1928円,108分,102.4%,1211件
25,1400-1449,2540円,104分,103.2%,1196件
26,1450-1499,1861円,103分,102.4%,1068件
27,1500-1549,2682円,101分,103.5%,938件
28,1550-1599,2713円,98分,103.7%,960件
29,1600-1649,2853円,96分,104%,961件
30,1650-1699,2566円,92分,103.7%,886件
31,1700-1749,3064円,89分,104.6%,920件
32,1750-1799,3529円,86分,105.5%,852件
33,1800-1849,3965円,82分,106.4%,840件
34,1850-1899,3665円,78分,106.3%,833件
35,1900-1949,3771円,76分,106.6%,743件
36,1950-1999,3800円,73分,107%,773件
37,2000-2049,3882円,72分,107.2%,725件
38,2050-2099,4343円,67分,108.6%,715件
39,2100-2149,5209円,63分,110.9%,690件
40,2150-2199,4946円,61分,110.8%,708件
41,2200-2249,4937円,58分,111.4%,610件
42,2250-2299,4991円,55分,112.1%,610件
43,2300-2349,5296円,51分,113.8%,579件
44,2350-2399,5625円,48分,115.8%,565件
45,2400-2449,5910円,45分,117.4%,563件
46,2450-2499,6392円,44分,119.2%,545件
47,2500-2549,7242円,42分,122.9%,592件
48,2550-2599,7676円,40分,125.6%,532件
49,2600-2649,7967円,38分,127.8%,552件
50,2650-2699,8878円,36分,132.6%,488件
51,2700-2749,9231円,35分,135.3%,464件
52,2750-2799,10097円,32分,142.5%,427件
53,2800-2849,10831円,29分,149.5%,381件
54,2850-2899,12096円,26分,162.4%,337件
55,2900-2949,12775円,23分,175.3%,264件
