,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1600-1649,7859円,96分,110.9%,18件
1,1650-1699,6106円,96分,108.4%,22件
2,1700-1749,7907円,82分,112.9%,26件
3,1750-1799,8064円,91分,111.8%,18件
4,1800-1849,7393円,88分,111.2%,24件
5,1850-1899,9122円,74分,116.4%,22件
6,1900-1949,8306円,71分,115.6%,23件
7,1950-1999,5167円,64分,110.7%,19件
8,2000-2049,8329円,69分,116.2%,20件
9,2050-2099,9050円,66分,118.2%,32件
10,2100-2149,10133円,57分,123.5%,26件
11,2150-2199,7662円,57分,118%,29件
12,2200-2249,8073円,51分,121.2%,26件
13,2250-2299,8964円,46分,126.1%,16件
14,2300-2349,9037円,41分,129.5%,25件
15,2350-2399,8682円,34分,133.9%,28件
16,2400-2449,8643円,39分,129.7%,22件
17,2450-2499,6943円,42分,122.2%,31件
18,2500-2549,6562円,43分,120.3%,20件
19,2550-2599,8462円,37分,130.2%,30件
20,2600-2649,7033円,39分,123.8%,32件
21,2650-2699,9371円,32分,139.2%,31件
22,2700-2749,9908円,30分,144.1%,21件
23,2750-2799,10402円,29分,147.1%,20件
24,2800-2849,11027円,29分,151.6%,18件
25,2850-2899,11887円,24分,166.7%,14件
26,2900-2949,11995円,21分,175.3%,17件
