,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,450-499,1873円,147分,101.7%,12918件
1,500-549,2148円,147分,102%,4060件
2,550-599,2684円,143分,102.5%,2139件
3,600-649,2736円,142分,102.6%,1441件
4,650-699,2615円,140分,102.5%,1204件
5,700-749,2551円,139分,102.5%,1017件
6,750-799,3051円,136分,103%,959件
7,800-849,3261円,132分,103.3%,942件
8,850-899,2941円,132分,103%,964件
9,900-949,3364円,129分,103.5%,868件
10,950-999,3044円,128分,103.2%,845件
11,1000-1049,3597円,125分,103.8%,917件
12,1050-1099,4232円,125分,104.5%,903件
13,1100-1149,3718円,121分,104.1%,795件
14,1150-1199,3791円,116分,104.3%,949件
15,1200-1249,4120円,115分,104.8%,919件
16,1250-1299,4315円,113分,105.1%,861件
17,1300-1349,5179円,110分,106.3%,869件
18,1350-1399,5437円,109分,106.7%,826件
19,1400-1449,4898円,106分,106.1%,866件
20,1450-1499,5087円,103分,106.6%,790件
21,1500-1549,4905円,98分,106.7%,726件
22,1550-1599,5755円,98分,107.8%,706件
23,1600-1649,4871円,94分,106.9%,715件
24,1650-1699,5614円,92分,108.1%,699件
25,1700-1749,5563円,88分,108.4%,712件
26,1750-1799,6052円,85分,109.5%,645件
27,1800-1849,6526円,82分,110.6%,602件
28,1850-1899,6636円,81分,111%,633件
29,1900-1949,6795円,79分,111.5%,594件
30,1950-1999,6622円,74分,111.9%,590件
31,2000-2049,6887円,72分,112.7%,603件
32,2050-2099,7416円,69分,114.4%,605件
33,2100-2149,7740円,65分,115.9%,529件
34,2150-2199,7609円,59分,117.1%,561件
35,2200-2249,7150円,54分,117.8%,523件
36,2250-2299,7641円,48分,121.1%,510件
37,2300-2349,8048円,46分,123.3%,493件
38,2350-2399,7871円,44分,123.9%,477件
39,2400-2449,7959円,42分,125.3%,475件
40,2450-2499,8214円,41分,126.6%,483件
41,2500-2549,8962円,38分,131.1%,447件
42,2550-2599,9214円,38分,132.4%,447件
43,2600-2649,9322円,37分,133.2%,436件
44,2650-2699,9778円,36分,136.1%,401件
45,2700-2749,10776円,33分,143.6%,418件
46,2750-2799,10976円,31分,147.4%,395件
47,2800-2849,11435円,28分,154.8%,382件
48,2850-2899,12364円,26分,163.8%,357件
49,2900-2949,12268円,26分,161.9%,319件
