,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,700-749,2292円,141分,102.2%,2193件
1,750-799,2228円,139分,102.1%,2145件
2,800-849,2845円,137分,102.8%,2220件
3,850-899,2701円,135分,102.7%,2035件
4,900-949,2789円,131分,102.8%,2257件
5,950-999,3213円,129分,103.3%,2348件
6,1000-1049,3516円,127分,103.7%,2191件
7,1050-1099,3590円,124分,103.8%,2145件
8,1100-1149,3557円,124分,103.8%,2034件
9,1150-1199,3309円,121分,103.6%,2038件
10,1200-1249,3624円,118分,104.1%,1899件
11,1250-1299,3969円,113分,104.7%,1879件
12,1300-1349,3995円,113分,104.7%,1779件
13,1350-1399,3883円,110分,104.7%,1730件
14,1400-1449,4438円,107分,105.5%,1732件
15,1450-1499,4094円,105分,105.2%,1729件
16,1500-1549,4210円,101分,105.6%,1619件
17,1550-1599,4473円,99分,106%,1562件
18,1600-1649,5055円,97分,106.9%,1620件
19,1650-1699,5084円,93分,107.3%,1498件
20,1700-1749,5117円,90分,107.5%,1512件
21,1750-1799,5242円,88分,107.9%,1508件
22,1800-1849,4968円,86分,107.7%,1416件
23,1850-1899,5589円,83分,109%,1354件
24,1900-1949,5356円,78分,109.1%,1405件
25,1950-1999,5518円,74分,109.9%,1331件
26,2000-2049,5304円,70分,110.1%,1275件
27,2050-2099,5931円,67分,111.8%,1275件
28,2100-2149,6384円,64分,113.3%,1230件
29,2150-2199,6053円,61分,113.3%,1191件
30,2200-2249,6229円,58分,114.4%,1193件
31,2250-2299,6430円,54分,115.8%,1180件
32,2300-2349,6670円,51分,117.5%,1143件
33,2350-2399,6666円,48分,118.3%,1047件
34,2400-2449,7422円,45分,122.1%,1064件
35,2450-2499,7391円,45分,122.1%,1024件
36,2500-2549,7762円,43分,123.8%,986件
37,2550-2599,8191円,41分,126.7%,1018件
38,2600-2649,8772円,39分,129.6%,949件
39,2650-2699,8902円,39分,130.3%,808件
