,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,200-249,-1790円,162分,98.5%,5312件
1,250-299,-1346円,159分,98.9%,5009件
2,300-349,-1082円,157分,99.1%,4375件
3,350-399,-1064円,155分,99.1%,3988件
4,400-449,-968円,154分,99.2%,3750件
5,450-499,-691円,150分,99.4%,3599件
6,500-549,-741円,149分,99.3%,3186件
7,550-599,-430円,147分,99.6%,3101件
8,600-649,57円,144分,100.1%,2912件
9,650-699,205円,143分,100.2%,2750件
10,700-749,132円,139分,100.1%,4989件
11,750-799,148円,139分,100.1%,2869件
12,800-849,67円,137分,100.1%,2916件
13,850-899,442円,134分,100.4%,2436件
14,900-949,620円,132分,100.6%,2233件
15,950-999,688円,129分,100.7%,2151件
16,1000-1049,467円,128分,100.5%,2086件
17,1050-1099,821円,124分,100.9%,2003件
18,1100-1149,1390円,121分,101.5%,2061件
19,1150-1199,2025円,120分,102.2%,1888件
20,1200-1249,1544円,117分,101.8%,1911件
21,1250-1299,2212円,113分,102.6%,1900件
22,1300-1349,1450円,113分,101.7%,1791件
23,1350-1399,1772円,110分,102.1%,1836件
24,1400-1449,2490円,106分,103.1%,1730件
25,1450-1499,2681円,104分,103.4%,1749件
26,1500-1549,2730円,101分,103.6%,1625件
27,1550-1599,2917円,97分,104%,1633件
28,1600-1649,3262円,96分,104.5%,1540件
29,1650-1699,2840円,93分,104.1%,1511件
30,1700-1749,3302円,90分,104.9%,1446件
31,1750-1799,3701円,86分,105.7%,1456件
32,1800-1849,3328円,83分,105.3%,1403件
33,1850-1899,3532円,80分,105.9%,1368件
34,1900-1949,3594円,76分,106.3%,1373件
35,1950-1999,4342円,74分,107.8%,1330件
36,2000-2049,4218円,71分,107.9%,1312件
37,2050-2099,4586円,68分,109%,1268件
38,2100-2149,4605円,65分,109.4%,1169件
39,2150-2199,4321円,62分,109.4%,1164件
40,2200-2249,5181円,59分,111.8%,1147件
41,2250-2299,5327円,54分,113.1%,1147件
42,2300-2349,5477円,51分,114.2%,1061件
43,2350-2399,5568円,48分,115.4%,1096件
44,2400-2449,6166円,47分,117.7%,1015件
45,2450-2499,6674円,45分,119.8%,1015件
46,2500-2549,7059円,43分,121.7%,954件
47,2550-2599,7737円,42分,124.6%,853件
48,2600-2649,8314円,39分,128.7%,708件
49,2650-2699,8844円,37分,131.7%,631件
50,2700-2749,9425円,34分,136.6%,473件
51,2750-2799,10403円,32分,143.1%,370件
52,2800-2849,11168円,29分,151.9%,317件
53,2850-2899,12601円,26分,165.1%,264件
54,2900-2949,12942円,24分,173%,192件
