,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1100-1149,3177円,123分,103.5%,23件
1,1150-1199,2624円,115分,103%,29件
2,1200-1249,5158円,122分,105.6%,28件
3,1250-1299,4631円,116分,105.3%,42件
4,1300-1349,4945円,105分,106.3%,38件
5,1350-1399,4052円,111分,104.9%,42件
6,1400-1449,3595円,102分,104.7%,51件
7,1450-1499,5310円,97分,107.3%,64件
8,1500-1549,5673円,101分,107.5%,43件
9,1550-1599,5059円,98分,106.9%,49件
10,1600-1649,3260円,92分,104.7%,50件
11,1650-1699,4214円,88分,106.4%,52件
12,1700-1749,5357円,87分,108.2%,61件
13,1750-1799,5532円,83分,108.9%,49件
14,1800-1849,3477円,81分,105.8%,58件
15,1850-1899,5368円,77分,109.3%,61件
16,1900-1949,4667円,70分,108.9%,42件
17,1950-1999,5896円,69分,111.4%,62件
18,2000-2049,6734円,69分,113%,62件
19,2050-2099,4047円,63分,108.5%,54件
20,2100-2149,6465円,60分,114.4%,67件
21,2150-2199,5474円,61分,112%,67件
22,2200-2249,5029円,53分,112.7%,61件
23,2250-2299,6408円,49分,117.5%,57件
24,2300-2349,6487円,49分,117.7%,58件
25,2350-2399,5696円,45分,116.8%,58件
26,2400-2449,7335円,42分,123.3%,40件
27,2450-2499,5650円,45分,116.8%,41件
28,2500-2549,6290円,43分,119.4%,47件
29,2550-2599,8907円,37分,132%,39件
30,2600-2649,9379円,31分,139.8%,25件
31,2650-2699,9634円,32分,140.2%,30件
32,2700-2749,8851円,34分,135.1%,29件
33,2750-2799,10113円,30分,144.5%,36件
34,2800-2849,10557円,29分,148.4%,35件
35,2850-2899,12252円,24分,167.5%,28件
36,2900-2949,12744円,21分,180.4%,18件
