,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,300-349,274円,154分,100.2%,22428件
1,350-399,511円,154分,100.4%,6825件
2,400-449,924円,152分,100.8%,3591件
3,450-499,985円,149分,100.9%,2463件
4,500-549,1241円,147分,101.1%,2055件
5,550-599,1060円,146分,101%,1722件
6,600-649,1145円,145分,101.1%,1659件
7,650-699,1483円,142分,101.4%,1587件
8,700-749,1367円,141分,101.3%,1605件
9,750-799,1759円,137分,101.7%,1489件
10,800-849,1571円,135分,101.6%,1523件
11,850-899,1693円,133分,101.7%,1523件
12,900-949,2231円,132分,102.3%,1537件
13,950-999,1936円,128分,102%,1360件
14,1000-1049,2404円,124分,102.6%,1601件
15,1050-1099,2669円,122分,102.9%,1630件
16,1100-1149,2917円,121分,103.2%,1550件
17,1150-1199,3228円,118分,103.6%,1489件
18,1200-1249,3376円,118分,103.8%,1423件
19,1250-1299,3016円,115分,103.5%,1452件
20,1300-1349,3294円,111分,103.9%,1328件
21,1350-1399,3320円,108分,104.1%,1259件
22,1400-1449,3935円,107分,104.9%,1208件
23,1450-1499,3366円,104分,104.3%,1218件
24,1500-1549,4085円,101分,105.4%,1210件
25,1550-1599,3857円,98分,105.2%,1188件
26,1600-1649,4095円,94分,105.8%,1108件
27,1650-1699,4241円,92分,106.1%,1054件
28,1700-1749,4852円,90分,107.2%,1097件
29,1750-1799,4939円,86分,107.7%,1046件
30,1800-1849,4963円,84分,107.8%,1026件
31,1850-1899,5223円,81分,108.6%,1046件
32,1900-1949,5284円,79分,108.9%,1014件
33,1950-1999,5660円,76分,110%,933件
34,2000-2049,5709円,70分,110.8%,969件
35,2050-2099,5429円,67分,110.9%,940件
36,2100-2149,5428円,62分,111.7%,870件
37,2150-2199,6250円,59分,114%,883件
38,2200-2249,6415円,56分,115.2%,863件
39,2250-2299,6251円,53分,115.8%,813件
40,2300-2349,6444円,49分,117.4%,825件
41,2350-2399,7097円,46分,120.6%,805件
42,2400-2449,6913円,44分,120.9%,773件
43,2450-2499,7248円,43分,122.2%,737件
44,2500-2549,7997円,42分,125.7%,702件
45,2550-2599,8204円,40分,127.4%,707件
46,2600-2649,8363円,39分,128.6%,654件
47,2650-2699,9029円,36分,133.5%,700件
48,2700-2749,9642円,34分,137.4%,634件
49,2750-2799,9442円,35分,136.2%,547件
