,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1400-1449,5290円,110分,106.4%,685件
1,1450-1499,5745円,106分,107.3%,651件
2,1500-1549,5904円,103分,107.7%,693件
3,1550-1599,5955円,102分,107.8%,640件
4,1600-1649,5734円,96分,108%,589件
5,1650-1699,6280円,95分,108.8%,537件
6,1700-1749,6612円,92分,109.6%,546件
7,1750-1799,7054円,87分,110.8%,474件
8,1800-1849,5897円,86分,109.1%,446件
9,1850-1899,7431円,82分,112%,429件
10,1900-1949,6280円,79分,110.6%,426件
11,1950-1999,6568円,75分,111.6%,436件
12,2000-2049,6986円,71分,113.1%,426件
13,2050-2099,6829円,69分,113.3%,396件
14,2100-2149,6426円,66分,113%,376件
15,2150-2199,7320円,61分,115.9%,363件
16,2200-2249,6538円,60分,114.5%,355件
17,2250-2299,7627円,56分,118.3%,312件
18,2300-2349,6618円,53分,116.7%,330件
19,2350-2399,7375円,49分,120.1%,315件
20,2400-2449,7928円,46分,122.9%,318件
21,2450-2499,8138円,46分,123.5%,376件
22,2500-2549,8256円,45分,124.7%,300件
23,2550-2599,9045円,42分,128.4%,274件
24,2600-2649,9830円,40分,132.4%,282件
25,2650-2699,10641円,38分,137.2%,271件
26,2700-2749,11000円,36分,141%,249件
27,2750-2799,11922円,32分,149.2%,236件
28,2800-2849,13116円,31分,156.6%,231件
29,2850-2899,14022円,27分,169.4%,238件
30,2900-2949,15055円,24分,184.1%,187件
