,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,550-599,-827円,153分,99.3%,39件
1,600-649,268円,145分,100.2%,61件
2,650-699,1415円,140分,101.3%,81件
3,700-749,1019円,136分,101%,116件
4,750-799,1631円,136分,101.6%,107件
5,800-849,1303円,132分,101.3%,114件
6,850-899,1611円,134分,101.6%,136件
7,900-949,543円,134分,100.5%,161件
8,950-999,491円,132分,100.5%,142件
9,1000-1049,2214円,125分,102.4%,170件
10,1050-1099,2767円,120分,103.1%,211件
11,1100-1149,2327円,120分,102.6%,190件
12,1150-1199,2234円,121分,102.5%,231件
13,1200-1249,2734円,118分,103.1%,218件
14,1250-1299,2606円,113分,103.1%,250件
15,1300-1349,2095円,112分,102.5%,265件
16,1350-1399,2560円,111分,103.1%,252件
17,1400-1449,3083円,105分,103.9%,211件
18,1450-1499,2480円,109分,103%,221件
19,1500-1549,3408円,100分,104.5%,244件
20,1550-1599,2679円,100分,103.6%,239件
21,1600-1649,3950円,93分,105.7%,236件
22,1650-1699,2769円,90分,104.1%,224件
23,1700-1749,5125円,86分,108%,228件
24,1750-1799,5347円,86分,108.3%,236件
25,1800-1849,4528円,81分,107.4%,197件
26,1850-1899,4574円,79分,107.7%,207件
27,1900-1949,5041円,74分,109.1%,186件
28,1950-1999,5020円,72分,109.4%,194件
29,2000-2049,6486円,68分,112.6%,169件
30,2050-2099,6133円,65分,112.5%,163件
31,2100-2149,5712円,59分,112.8%,145件
32,2150-2199,5929円,60分,113.2%,154件
33,2200-2249,6139円,56分,114.6%,150件
34,2250-2299,5295円,55分,112.9%,139件
35,2300-2349,4277円,54分,110.6%,129件
36,2350-2399,6896円,45分,120.3%,134件
37,2400-2449,6386円,45分,118.9%,127件
38,2450-2499,7125円,43分,122.3%,135件
39,2500-2549,7529円,42分,124.1%,128件
40,2550-2599,7801円,40分,125.9%,106件
41,2600-2649,7538円,39分,125.8%,118件
42,2650-2699,8233円,38分,128.6%,102件
43,2700-2749,9550円,34分,137.7%,100件
44,2750-2799,10406円,32分,143.3%,80件
45,2800-2849,11427円,29分,153.1%,99件
46,2850-2899,11891円,28分,156.8%,92件
47,2900-2949,12914円,23分,174.6%,71件
