,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,850-899,3956円,134分,103.9%,50件
1,900-949,5552円,127分,105.8%,47件
2,950-999,5060円,112分,106%,57件
3,1000-1049,2925円,122分,103.2%,87件
4,1050-1099,3734円,121分,104.1%,79件
5,1100-1149,5064円,119分,105.7%,83件
6,1150-1199,4659円,114分,105.5%,102件
7,1200-1249,2879円,119分,103.2%,103件
8,1250-1299,5585円,114分,106.5%,111件
9,1300-1349,6711円,109分,108.2%,125件
10,1350-1399,4946円,108分,106.1%,124件
11,1400-1449,3548円,105分,104.5%,150件
12,1450-1499,6158円,100分,108.2%,139件
13,1500-1549,6045円,104分,107.8%,151件
14,1550-1599,6201円,94分,108.8%,149件
15,1600-1649,7354円,88分,111.1%,155件
16,1650-1699,6836円,88分,110.3%,128件
17,1700-1749,7075円,89分,110.6%,131件
18,1750-1799,7428円,82分,112.1%,118件
19,1800-1849,6321円,80分,110.5%,126件
20,1850-1899,6778円,82分,111.1%,107件
21,1900-1949,6781円,71分,112.7%,105件
22,1950-1999,7202円,72分,113.3%,99件
23,2000-2049,7107円,69分,113.7%,111件
24,2050-2099,7625円,65分,115.7%,95件
25,2100-2149,9414円,59分,121.1%,79件
26,2150-2199,9338円,62分,120.1%,92件
27,2200-2249,8260円,56分,119.8%,76件
28,2250-2299,10582円,49分,129.1%,63件
29,2300-2349,7563円,48分,120.9%,62件
30,2350-2399,7606円,43分,123.6%,53件
31,2400-2449,7599円,41分,125%,73件
32,2450-2499,10201円,34分,140%,74件
33,2500-2549,9991円,34分,139.1%,67件
34,2550-2599,9724円,38分,134%,58件
35,2600-2649,9840円,38分,135%,50件
36,2650-2699,11547円,33分,147%,55件
37,2700-2749,10891円,31分,146.1%,56件
38,2750-2799,12384円,30分,155.2%,47件
39,2800-2849,12179円,27分,159.5%,57件
40,2850-2899,12579円,24分,169.9%,49件
41,2900-2949,12456円,22分,175.5%,36件
