,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1350-1399,5862円,111分,107.1%,1259件
1,1400-1449,6485円,109分,107.9%,1208件
2,1450-1499,5796円,106分,107.3%,1218件
3,1500-1549,6495円,103分,108.4%,1210件
4,1550-1599,6179円,100分,108.2%,1188件
5,1600-1649,6332円,96分,108.8%,1108件
6,1650-1699,6469円,94分,109.1%,1054件
7,1700-1749,7053円,92分,110.2%,1097件
8,1750-1799,7043円,88分,110.7%,1046件
9,1800-1849,7037円,86分,110.9%,1026件
10,1850-1899,7237円,83分,111.6%,1046件
11,1900-1949,7244円,81分,111.9%,1014件
12,1950-1999,7561円,77分,113%,933件
13,2000-2049,7483円,72分,113.9%,969件
14,2050-2099,7077円,68分,113.9%,940件
15,2100-2149,6964円,63分,114.7%,870件
16,2150-2199,7771円,61分,117.1%,883件
17,2200-2249,7865円,58分,118.2%,863件
18,2250-2299,7621円,54分,118.8%,813件
19,2300-2349,7730円,51分,120.4%,825件
20,2350-2399,8345円,47分,123.7%,805件
21,2400-2449,8118円,45分,123.9%,773件
22,2450-2499,8449円,45分,125.3%,737件
23,2500-2549,9198円,43分,128.8%,702件
24,2550-2599,9406円,41分,130.6%,707件
25,2600-2649,9565円,40分,131.9%,654件
26,2650-2699,10231円,37分,136.9%,700件
27,2700-2749,10844円,35分,140.8%,634件
28,2750-2799,10644円,36分,139.6%,547件
