,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,450-499,-1453円,152分,98.7%,56件
1,500-549,-884円,148分,99.2%,87件
2,550-599,-506円,146分,99.5%,112件
3,600-649,-1008円,141分,99%,151件
4,650-699,313円,140分,100.3%,157件
5,700-749,172円,139分,100.2%,171件
6,750-799,118円,137分,100.1%,193件
7,800-849,-322円,137分,99.7%,235件
8,850-899,249円,133分,100.3%,231件
9,900-949,592円,131分,100.6%,232件
10,950-999,1492円,126分,101.6%,306件
11,1000-1049,1699円,124分,101.8%,287件
12,1050-1099,895円,122分,101%,342件
13,1100-1149,1698円,123分,101.8%,332件
14,1150-1199,1269円,118分,101.4%,341件
15,1200-1249,912円,116分,101%,389件
16,1250-1299,1696円,116分,101.9%,381件
17,1300-1349,2003円,111分,102.4%,323件
18,1350-1399,1412円,113分,101.7%,337件
19,1400-1449,2153円,105分,102.7%,351件
20,1450-1499,1631円,105分,102.1%,339件
21,1500-1549,2486円,100分,103.3%,341件
22,1550-1599,1975円,97分,102.7%,334件
23,1600-1649,3734円,94分,105.3%,333件
24,1650-1699,3908円,92分,105.7%,368件
25,1700-1749,2973円,88分,104.5%,295件
26,1750-1799,3279円,86分,105.1%,300件
27,1800-1849,4062円,81分,106.7%,283件
28,1850-1899,4223円,77分,107.3%,280件
29,1900-1949,4842円,75分,108.6%,255件
30,1950-1999,4782円,73分,108.7%,248件
31,2000-2049,4724円,68分,109.3%,229件
32,2050-2099,5431円,67分,110.8%,227件
33,2100-2149,5775円,62分,112.4%,224件
34,2150-2199,4841円,61分,110.5%,221件
35,2200-2249,3605円,60分,108%,199件
36,2250-2299,5507円,52分,114.1%,184件
37,2300-2349,5509円,51分,114.5%,181件
38,2350-2399,5818円,47分,116.4%,188件
39,2400-2449,5865円,46分,116.9%,185件
40,2450-2499,6453円,43分,120%,158件
41,2500-2549,6147円,43分,119.2%,172件
42,2550-2599,6829円,42分,121.6%,140件
43,2600-2649,8355円,37分,129.9%,158件
44,2650-2699,8956円,37分,132.4%,125件
45,2700-2749,9509円,33分,138.5%,155件
46,2750-2799,9772円,34分,138.8%,123件
47,2800-2849,11022円,29分,151.1%,116件
48,2850-2899,12199円,25分,164.7%,113件
49,2900-2949,12964円,23分,175.1%,116件
