,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,150-199,-1875円,160分,98.4%,483件
1,200-249,-660円,158分,99.4%,839件
2,250-299,-1562円,158分,98.7%,1212件
3,300-349,-1411円,155分,98.8%,1423件
4,350-399,-690円,152分,99.4%,1605件
5,400-449,-488円,151分,99.6%,1631件
6,450-499,-493円,148分,99.6%,1668件
7,500-549,-176円,148分,99.8%,1743件
8,550-599,-307円,146分,99.7%,1707件
9,600-649,-81円,145分,99.9%,1754件
10,650-699,201円,140分,100.2%,1744件
11,700-749,1045円,138分,101%,1679件
12,750-799,-129円,138分,99.9%,1983件
13,800-849,724円,134分,100.7%,1971件
14,850-899,412円,132分,100.4%,1956件
15,900-949,1296円,130分,101.3%,1827件
16,950-999,1029円,128分,101.1%,1742件
17,1000-1049,1158円,126分,101.2%,1532件
18,1050-1099,1175円,124分,101.3%,1481件
19,1100-1149,1432円,123分,101.6%,1354件
20,1150-1199,1213円,117分,101.4%,1272件
21,1200-1249,1839円,117分,102.1%,1289件
22,1250-1299,2057円,114分,102.4%,1209件
23,1300-1349,1880円,113分,102.2%,1134件
24,1350-1399,2366円,108分,102.9%,1211件
25,1400-1449,2971円,105分,103.8%,1196件
26,1450-1499,2274円,103分,102.9%,1068件
27,1500-1549,3098円,101分,104.1%,938件
28,1550-1599,3117円,99分,104.2%,960件
29,1600-1649,3250円,96分,104.5%,961件
30,1650-1699,2937円,92分,104.3%,886件
31,1700-1749,3430円,89分,105.1%,920件
32,1750-1799,3887円,86分,106%,852件
33,1800-1849,4315円,82分,107%,840件
34,1850-1899,3989円,78分,106.8%,833件
35,1900-1949,4090円,77分,107.1%,743件
36,1950-1999,4102円,73分,107.5%,773件
37,2000-2049,4179円,72分,107.7%,725件
38,2050-2099,4630円,68分,109.1%,715件
39,2100-2149,5491円,64分,111.5%,690件
40,2150-2199,5209円,61分,111.3%,708件
41,2200-2249,5183円,58分,111.9%,610件
42,2250-2299,5226円,55分,112.6%,610件
43,2300-2349,5519円,51分,114.3%,579件
44,2350-2399,5836円,48分,116.3%,565件
45,2400-2449,6118円,45分,118%,563件
46,2450-2499,6601円,45分,119.7%,545件
47,2500-2549,7451円,42分,123.5%,592件
48,2550-2599,7885円,40分,126.1%,532件
49,2600-2649,8176円,38分,128.4%,552件
50,2650-2699,9086円,36分,133.2%,488件
51,2700-2749,9439円,35分,135.9%,464件
52,2750-2799,10306円,32分,143.2%,427件
53,2800-2849,11039円,29分,150.2%,381件
54,2850-2899,12305円,26分,163%,337件
55,2900-2949,12983円,23分,175.9%,264件
