,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,700-749,2943円,138分,102.8%,104件
1,750-799,2964円,134分,102.9%,215件
2,800-849,3552円,128分,103.7%,248件
3,850-899,4589円,122分,105%,257件
4,900-949,3671円,127分,103.9%,255件
5,950-999,3756円,121分,104.1%,274件
6,1000-1049,3572円,123分,103.9%,270件
7,1050-1099,4009円,124分,104.3%,268件
8,1100-1149,4867円,113分,105.7%,284件
9,1150-1199,4642円,116分,105.4%,273件
10,1200-1249,5140円,110分,106.2%,244件
11,1250-1299,4268円,113分,105%,300件
12,1300-1349,5193円,104分,106.6%,295件
13,1350-1399,5506円,105分,107%,342件
14,1400-1449,5371円,104分,106.9%,255件
15,1450-1499,5160円,99分,107%,284件
16,1500-1549,6320円,98分,108.6%,213件
17,1550-1599,5917円,94分,108.4%,229件
18,1600-1649,6855円,93分,109.9%,201件
19,1650-1699,5599円,86分,108.7%,191件
20,1700-1749,7413円,86分,111.5%,193件
21,1750-1799,7107円,83分,111.5%,168件
22,1800-1849,6871円,80分,111.5%,183件
23,1850-1899,8184円,75分,114.6%,196件
24,1900-1949,7148円,74分,112.9%,205件
25,1950-1999,7084円,74分,112.8%,188件
26,2000-2049,7482円,70分,114.2%,143件
27,2050-2099,7696円,66分,115.6%,158件
28,2100-2149,8767円,62分,118.9%,137件
29,2150-2199,8958円,60分,120%,151件
30,2200-2249,7994円,55分,119.2%,139件
31,2250-2299,8588円,50分,122.9%,138件
32,2300-2349,8830円,43分,127.4%,133件
33,2350-2399,8540円,40分,128.6%,143件
34,2400-2449,9446円,38分,132.7%,115件
35,2450-2499,10251円,36分,138.5%,124件
36,2500-2549,10390円,36分,138.9%,108件
37,2550-2599,9733円,35分,136.7%,105件
38,2600-2649,10486円,33分,142.4%,87件
39,2650-2699,11298円,33分,145.5%,99件
40,2700-2749,12132円,31分,152.7%,93件
41,2750-2799,11752円,31分,150.8%,89件
42,2800-2849,12398円,27分,162.2%,89件
43,2850-2899,12684円,26分,165.8%,92件
44,2900-2949,13585円,23分,177.7%,65件
