,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1400-1449,7078円,107分,108.8%,405件
1,1450-1499,7156円,107分,108.9%,336件
2,1500-1549,7015円,100分,109.3%,329件
3,1550-1599,8057円,99分,110.8%,345件
4,1600-1649,8004円,95分,111.2%,290件
5,1650-1699,7720円,95分,110.9%,304件
6,1700-1749,8164円,91分,112%,324件
7,1750-1799,7784円,87分,112%,320件
8,1800-1849,7938円,87分,112.2%,314件
9,1850-1899,8133円,82分,113.2%,240件
10,1900-1949,8223円,78分,114.1%,255件
11,1950-1999,8954円,75分,115.9%,251件
12,2000-2049,9470円,72分,117.6%,254件
13,2050-2099,8156円,68分,115.9%,242件
14,2100-2149,8826円,65分,118%,230件
15,2150-2199,8870円,60分,119.8%,227件
16,2200-2249,8579円,54分,121.1%,232件
17,2250-2299,8655円,50分,122.9%,207件
18,2300-2349,9203円,46分,126.5%,203件
19,2350-2399,9055円,46分,126.2%,187件
20,2400-2449,9100円,43分,128%,187件
21,2450-2499,10134円,41分,132.8%,171件
22,2500-2549,10057円,42分,131.9%,177件
23,2550-2599,10788円,41分,135.2%,159件
24,2600-2649,10935円,40分,136.7%,164件
25,2650-2699,11111円,37分,140%,157件
26,2700-2749,11600円,35分,143.6%,158件
27,2750-2799,12258円,33分,149.5%,136件
28,2800-2849,13108円,30分,157.7%,125件
29,2850-2899,13908円,27分,167.5%,157件
30,2900-2949,14737円,24分,183%,128件
