,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,750-799,3265円,136分,103.2%,85件
1,800-849,3317円,130分,103.4%,174件
2,850-899,4485円,124分,104.8%,212件
3,900-949,5251円,117分,106%,215件
4,950-999,4616円,122分,105.1%,217件
5,1000-1049,4717円,117分,105.4%,225件
6,1050-1099,4139円,120分,104.6%,237件
7,1100-1149,5166円,122分,105.7%,232件
8,1150-1199,5445円,110分,106.6%,227件
9,1200-1249,5730円,111分,106.9%,229件
10,1250-1299,5894円,106分,107.4%,209件
11,1300-1349,5465円,109分,106.7%,242件
12,1350-1399,6056円,100分,108.1%,247件
13,1400-1449,6472円,103分,108.4%,289件
14,1450-1499,6235円,101分,108.2%,220件
15,1500-1549,5781円,94分,108.2%,239件
16,1550-1599,7102円,95分,110%,176件
17,1600-1649,7161円,90分,110.6%,192件
18,1650-1699,7960円,89分,112%,158件
19,1700-1749,6724円,83分,110.8%,156件
20,1750-1799,8144円,83分,113%,165件
21,1800-1849,7935円,81分,113.1%,134件
22,1850-1899,7467円,77分,112.9%,147件
23,1900-1949,9279円,71分,117.5%,162件
24,1950-1999,8091円,71分,115.2%,170件
25,2000-2049,8213円,68分,116%,152件
26,2050-2099,9446円,66分,119.1%,124件
27,2100-2149,8643円,62分,118.7%,132件
28,2150-2199,10020円,59分,122.8%,115件
29,2200-2249,9875円,56分,123.4%,130件
30,2250-2299,9365円,51分,124.5%,115件
31,2300-2349,9786円,45分,128.9%,118件
32,2350-2399,9884円,38分,134.7%,118件
33,2400-2449,9621円,36分,135.6%,119件
34,2450-2499,10355円,35分,139.7%,89件
35,2500-2549,11452円,33分,147%,97件
36,2550-2599,11579円,32分,148.6%,90件
37,2600-2649,10597円,33分,143.2%,85件
38,2650-2699,11759円,30分,152.9%,74件
39,2700-2749,13032円,29分,160.9%,87件
40,2750-2799,13084円,28分,162.3%,78件
41,2800-2849,12951円,27分,163.6%,80件
42,2850-2899,13555円,22分,180.4%,70件
43,2900-2949,13759円,22分,183.6%,75件
