,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,150-199,-2334円,160分,98%,483件
1,200-249,-1125円,158分,99%,839件
2,250-299,-2019円,158分,98.3%,1212件
3,300-349,-1860円,155分,98.4%,1423件
4,350-399,-1135円,152分,99%,1605件
5,400-449,-932円,150分,99.2%,1631件
6,450-499,-926円,147分,99.2%,1668件
7,500-549,-612円,147分,99.4%,1743件
8,550-599,-737円,146分,99.3%,1707件
9,600-649,-509円,144分,99.5%,1754件
10,650-699,-215円,140分,99.8%,1744件
11,700-749,628円,138分,100.6%,1679件
12,750-799,-536円,138分,99.5%,1983件
13,800-849,323円,133分,100.3%,1971件
14,850-899,19円,132分,100%,1956件
15,900-949,903円,129分,100.9%,1827件
16,950-999,645円,127分,100.7%,1742件
17,1000-1049,776円,126分,100.8%,1532件
18,1050-1099,801円,124分,100.9%,1481件
19,1100-1149,1060円,123分,101.2%,1354件
20,1150-1199,862円,117分,101%,1272件
21,1200-1249,1481円,117分,101.7%,1289件
22,1250-1299,1712円,113分,102%,1209件
23,1300-1349,1538円,113分,101.8%,1134件
24,1350-1399,2034円,108分,102.5%,1211件
25,1400-1449,2644円,104分,103.4%,1196件
26,1450-1499,1961円,103分,102.5%,1068件
27,1500-1549,2782円,101分,103.7%,938件
28,1550-1599,2810円,98分,103.8%,960件
29,1600-1649,2948円,96分,104.1%,961件
30,1650-1699,2656円,92分,103.9%,886件
31,1700-1749,3152円,89分,104.7%,920件
32,1750-1799,3615円,86分,105.6%,852件
33,1800-1849,4050円,82分,106.6%,840件
34,1850-1899,3743円,78分,106.4%,833件
35,1900-1949,3848円,76分,106.7%,743件
36,1950-1999,3873円,73分,107.1%,773件
37,2000-2049,3954円,72分,107.3%,725件
38,2050-2099,4412円,67分,108.7%,715件
39,2100-2149,5277円,63分,111.1%,690件
40,2150-2199,5010円,61分,110.9%,708件
41,2200-2249,4996円,58分,111.5%,610件
42,2250-2299,5048円,55分,112.3%,610件
43,2300-2349,5350円,51分,113.9%,579件
44,2350-2399,5676円,48分,115.9%,565件
45,2400-2449,5960円,45分,117.6%,563件
46,2450-2499,6442円,45分,119.3%,545件
47,2500-2549,7293円,42分,123%,592件
48,2550-2599,7726円,40分,125.7%,532件
49,2600-2649,8018円,38分,127.9%,552件
50,2650-2699,8928円,36分,132.8%,488件
51,2700-2749,9281円,35分,135.5%,464件
52,2750-2799,10148円,32分,142.7%,427件
53,2800-2849,10881円,29分,149.7%,381件
54,2850-2899,12147円,26分,162.5%,337件
55,2900-2949,12825円,23分,175.5%,264件
