,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,900-949,4729円,130分,104.9%,36件
1,950-999,2720円,121分,103%,43件
2,1000-1049,4445円,128分,104.6%,41件
3,1050-1099,3986円,114分,104.7%,53件
4,1100-1149,6144円,118分,106.9%,45件
5,1150-1199,3821円,121分,104.2%,64件
6,1200-1249,1822円,113分,102.1%,57件
7,1250-1299,4233円,110分,105.1%,65件
8,1300-1349,5865円,105分,107.5%,82件
9,1350-1399,4864円,109分,106%,84件
10,1400-1449,5843円,105分,107.4%,86件
11,1450-1499,5707円,105分,107.3%,86件
12,1500-1549,4622円,100分,106.1%,95件
13,1550-1599,4232円,101分,105.6%,109件
14,1600-1649,5173円,94分,107.4%,95件
15,1650-1699,5248円,92分,107.6%,85件
16,1700-1749,5126円,94分,107.3%,100件
17,1750-1799,6811円,83分,110.9%,93件
18,1800-1849,5930円,86分,109.2%,99件
19,1850-1899,7528円,77分,113%,105件
20,1900-1949,4764円,77分,108.2%,88件
21,1950-1999,7632円,69分,114.8%,84件
22,2000-2049,7948円,73分,114.5%,99件
23,2050-2099,6904円,65分,114.2%,72件
24,2100-2149,5872円,65分,112.1%,77件
25,2150-2199,6467円,58分,114.9%,68件
26,2200-2249,8841円,51分,122.9%,84件
27,2250-2299,6734円,50分,117.9%,48件
28,2300-2349,8392円,45分,124.7%,61件
29,2350-2399,8347円,41分,126.9%,51件
30,2400-2449,8199円,43分,125.7%,50件
31,2450-2499,8194円,40分,127.6%,57件
32,2500-2549,9186円,39分,131.3%,60件
33,2550-2599,8855円,40分,129.6%,61件
34,2600-2649,8880円,40分,129.4%,46件
35,2650-2699,9128円,38分,132.4%,49件
36,2700-2749,10022円,34分,139.2%,52件
37,2750-2799,10483円,31分,144.4%,47件
38,2800-2849,11102円,28分,152.2%,33件
39,2850-2899,11873円,24分,165.5%,50件
40,2900-2949,13557円,24分,174.1%,38件
