,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1450-1499,9938円,96分,113.8%,42件
1,1500-1549,10771円,98分,114.7%,47件
2,1550-1599,11370円,100分,115.1%,55件
3,1600-1649,8941円,99分,112.1%,49件
4,1650-1699,10221円,91分,115%,63件
5,1700-1749,9243円,94分,113.1%,60件
6,1750-1799,11058円,86分,117.2%,66件
7,1800-1849,11422円,80分,119.1%,57件
8,1850-1899,9604円,87分,114.7%,55件
9,1900-1949,11708円,77分,120.4%,52件
10,1950-1999,9821円,79分,116.5%,58件
11,2000-2049,10838円,72分,120%,58件
12,2050-2099,9420円,68分,118.5%,51件
13,2100-2149,11761円,61分,125.9%,42件
14,2150-2199,12160円,63分,125.7%,58件
15,2200-2249,9278円,55分,122.6%,36件
16,2250-2299,8836円,54分,122%,47件
17,2300-2349,11313円,46分,132.6%,48件
18,2350-2399,11903円,39分,140.6%,41件
19,2400-2449,9067円,45分,126.9%,31件
20,2450-2499,12213円,36分,144.6%,33件
21,2500-2549,11858円,33分,147.4%,28件
22,2550-2599,12527円,35分,147.4%,31件
23,2600-2649,12250円,36分,146%,28件
24,2650-2699,13097円,34分,151.9%,38件
25,2700-2749,13214円,31分,157.4%,32件
26,2750-2799,13216円,32分,154.4%,28件
27,2800-2849,13631円,29分,162.7%,26件
28,2850-2899,14222円,27分,171.5%,31件
29,2900-2949,14633円,22分,186.9%,28件
