,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1050-1099,4510円,125分,104.8%,2145件
1,1100-1149,4473円,124分,104.8%,2034件
2,1150-1199,4203円,122分,104.6%,2038件
3,1200-1249,4498円,119分,105.1%,1899件
4,1250-1299,4812円,114分,105.6%,1879件
5,1300-1349,4838円,114分,105.7%,1779件
6,1350-1399,4704円,111分,105.7%,1730件
7,1400-1449,5246円,107分,106.5%,1732件
8,1450-1499,4874円,105分,106.2%,1729件
9,1500-1549,4965円,102分,106.5%,1619件
10,1550-1599,5225円,100分,107%,1562件
11,1600-1649,5799円,98分,107.9%,1620件
12,1650-1699,5795円,93分,108.3%,1498件
13,1700-1749,5817円,91分,108.5%,1512件
14,1750-1799,5924円,89分,108.9%,1508件
15,1800-1849,5627円,87分,108.6%,1416件
16,1850-1899,6231円,83分,110%,1354件
17,1900-1949,5962円,79分,110.1%,1405件
18,1950-1999,6096円,75分,110.9%,1331件
19,2000-2049,5846円,71分,111%,1275件
20,2050-2099,6461円,68分,112.7%,1275件
21,2100-2149,6901円,65分,114.2%,1230件
22,2150-2199,6539円,61分,114.3%,1191件
23,2200-2249,6694円,58分,115.4%,1193件
24,2250-2299,6871円,55分,116.8%,1180件
25,2300-2349,7092円,51分,118.5%,1143件
26,2350-2399,7066円,49分,119.3%,1047件
27,2400-2449,7813円,45分,123%,1064件
28,2450-2499,7782円,45分,123.1%,1024件
29,2500-2549,8152円,44分,124.8%,986件
30,2550-2599,8582円,41分,127.7%,1018件
31,2600-2649,9163円,40分,130.7%,949件
32,2650-2699,9293円,40分,131.4%,808件
