,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1100-1149,7180円,120分,108%,365件
1,1150-1199,6460円,123分,107%,444件
2,1200-1249,6714円,115分,107.8%,429件
3,1250-1299,6934円,114分,108.1%,466件
4,1300-1349,7447円,113分,108.8%,363件
5,1350-1399,6578円,107分,108.2%,391件
6,1400-1449,7461円,109分,109.1%,327件
7,1450-1499,7079円,103分,109.2%,329件
8,1500-1549,7254円,103分,109.4%,288件
9,1550-1599,6764円,96分,109.4%,280件
10,1600-1649,8262円,95分,111.6%,285件
11,1650-1699,7738円,92分,111.2%,230件
12,1700-1749,7796円,90分,111.5%,256件
13,1750-1799,8780円,86分,113.6%,278件
14,1800-1849,7868円,83分,112.6%,272件
15,1850-1899,7821円,83分,112.5%,261件
16,1900-1949,8269円,80分,113.8%,199件
17,1950-1999,8166円,74分,114.6%,214件
18,2000-2049,9048円,71分,117.1%,202件
19,2050-2099,9586円,68分,118.7%,207件
20,2100-2149,8355円,65分,117.2%,203件
21,2150-2199,8988円,61分,119.7%,196件
22,2200-2249,8993円,54分,122.2%,191件
23,2250-2299,8893円,50分,123.8%,201件
24,2300-2349,8807円,46分,125.6%,179件
25,2350-2399,9873円,43分,130.9%,176件
26,2400-2449,9786円,42分,131.1%,158件
27,2450-2499,9287円,42分,129.7%,154件
28,2500-2549,10683円,38分,137.1%,142件
29,2550-2599,10597円,40分,135.4%,144件
30,2600-2649,11407円,38分,140.3%,138件
31,2650-2699,11532円,37分,141.3%,136件
32,2700-2749,11682円,34分,146.1%,132件
33,2750-2799,12094円,32分,149.9%,134件
34,2800-2849,12978円,30分,157%,112件
35,2850-2899,13786円,27分,168.6%,100件
36,2900-2949,14679円,24分,181%,122件
