,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1450-1499,5541円,107分,106.9%,1749件
1,1500-1549,5502円,104分,107.1%,1625件
2,1550-1599,5597円,100分,107.5%,1633件
3,1600-1649,5931円,99分,108%,1540件
4,1650-1699,5388円,95分,107.5%,1511件
5,1700-1749,5793円,92分,108.4%,1446件
6,1750-1799,6120円,89分,109.2%,1456件
7,1800-1849,5608円,85分,108.8%,1403件
8,1850-1899,5743円,82分,109.3%,1368件
9,1900-1949,5699円,78分,109.7%,1373件
10,1950-1999,6424円,76分,111.3%,1330件
11,2000-2049,6208円,73分,111.4%,1312件
12,2050-2099,6526円,70分,112.4%,1268件
13,2100-2149,6469円,67分,112.9%,1169件
14,2150-2199,6052円,63分,112.8%,1164件
15,2200-2249,6876円,60分,115.2%,1147件
16,2250-2299,6907円,56分,116.5%,1147件
17,2300-2349,6973円,53分,117.6%,1061件
18,2350-2399,7013円,50分,118.9%,1096件
19,2400-2449,7599円,48分,121.2%,1015件
20,2450-2499,8105円,46分,123.4%,1015件
21,2500-2549,8489円,45分,125.3%,954件
22,2550-2599,9168円,43分,128.3%,853件
23,2600-2649,9745円,40分,132.5%,708件
24,2650-2699,10275円,39分,135.6%,631件
25,2700-2749,10856円,36分,140.6%,473件
26,2750-2799,11834円,33分,147.2%,370件
27,2800-2849,12599円,30分,156%,317件
28,2850-2899,14032円,27分,169.1%,264件
29,2900-2949,14373円,25分,176.9%,192件
