,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,600-649,1536円,144分,101.4%,3171件
1,650-699,1514円,142分,101.4%,3154件
2,700-749,1748円,141分,101.7%,3157件
3,750-799,2070円,138分,102%,3006件
4,800-849,1860円,135分,101.8%,3267件
5,850-899,2199円,134分,102.2%,3358件
6,900-949,2344円,131分,102.4%,3220件
7,950-999,2703円,128分,102.8%,3133件
8,1000-1049,2664円,127分,102.8%,2999件
9,1050-1099,2522円,126分,102.7%,2978件
10,1100-1149,2806円,121分,103.1%,2780件
11,1150-1199,3033円,118分,103.4%,2722件
12,1200-1249,3148円,117分,103.6%,2612件
13,1250-1299,3445円,115分,104%,2542件
14,1300-1349,3442円,111分,104.1%,2508件
15,1350-1399,3168円,110分,103.9%,2507件
16,1400-1449,3742円,105分,104.7%,2425件
17,1450-1499,3723円,104分,104.8%,2301件
18,1500-1549,4022円,101分,105.3%,2342件
19,1550-1599,4127円,98分,105.6%,2209件
20,1600-1649,4245円,96分,105.9%,2222件
21,1650-1699,4308円,93分,106.1%,2219件
22,1700-1749,4387円,90分,106.5%,2115件
23,1750-1799,4652円,88分,107.1%,1986件
24,1800-1849,4450円,84分,107%,2068件
25,1850-1899,4766円,81分,107.9%,2019件
26,1900-1949,4443円,77分,107.7%,1810件
27,1950-1999,5265円,74分,109.5%,1886件
28,2000-2049,5424円,71分,110.2%,1791件
29,2050-2099,5344円,68分,110.5%,1776件
30,2100-2149,5368円,65分,111.1%,1744件
31,2150-2199,5572円,62分,112%,1721件
32,2200-2249,5779円,58分,113.3%,1634件
33,2250-2299,5989円,55分,114.6%,1564件
34,2300-2349,6520円,50分,117.3%,1568件
35,2350-2399,6328円,49分,117.3%,1524件
36,2400-2449,6824円,46分,119.8%,1490件
37,2450-2499,7237円,44分,121.9%,1488件
38,2500-2549,7572円,43分,123.4%,1410件
39,2550-2599,7583円,43分,123.7%,1177件
