,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,750-799,4403円,137分,104.3%,85件
1,800-849,4415円,131分,104.5%,174件
2,850-899,5561円,125分,105.9%,212件
3,900-949,6271円,117分,107.1%,215件
4,950-999,5671円,123分,106.2%,217件
5,1000-1049,5739円,118分,106.5%,225件
6,1050-1099,5159円,121分,105.7%,237件
7,1100-1149,6239円,123分,106.8%,232件
8,1150-1199,6417円,111分,107.7%,227件
9,1200-1249,6725円,112分,108%,229件
10,1250-1299,6845円,107分,108.5%,209件
11,1300-1349,6430円,109分,107.8%,242件
12,1350-1399,6958円,101分,109.2%,247件
13,1400-1449,7412円,104分,109.5%,289件
14,1450-1499,7157円,102分,109.3%,220件
15,1500-1549,6621円,95分,109.3%,239件
16,1550-1599,7986円,95分,111.2%,176件
17,1600-1649,8003円,91分,111.8%,192件
18,1650-1699,8808円,89分,113.1%,158件
19,1700-1749,7488円,84分,111.9%,156件
20,1750-1799,8953円,84分,114.2%,165件
21,1800-1849,8724円,82分,114.2%,134件
22,1850-1899,8194円,78分,114%,147件
23,1900-1949,10009円,72分,118.7%,162件
24,1950-1999,8777円,72分,116.3%,170件
25,2000-2049,8877円,69分,117.1%,152件
26,2050-2099,10123円,66分,120.3%,124件
27,2100-2149,9263円,62分,119.9%,132件
28,2150-2199,10663円,59分,124%,115件
29,2200-2249,10484円,57分,124.6%,130件
30,2250-2299,9909円,52分,125.7%,115件
31,2300-2349,10273円,46分,130.1%,118件
32,2350-2399,10319円,38分,135.8%,118件
33,2400-2449,10032円,36分,136.8%,119件
34,2450-2499,10766円,35分,140.9%,89件
35,2500-2549,11862円,33分,148.1%,97件
36,2550-2599,11990円,32分,149.8%,90件
37,2600-2649,11008円,33分,144.4%,85件
38,2650-2699,12170円,30分,154.1%,74件
39,2700-2749,13443円,29分,162%,87件
40,2750-2799,13495円,28分,163.4%,78件
41,2800-2849,13362円,28分,164.7%,80件
42,2850-2899,13966円,23分,181.5%,70件
43,2900-2949,14170円,22分,184.7%,75件
