,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,550-599,4102円,142分,103.8%,8824件
1,600-649,4400円,140分,104.2%,2862件
2,650-699,4925円,138分,104.8%,1506件
3,700-749,4619円,137分,104.5%,1019件
4,750-799,5004円,134分,105%,850件
5,800-849,5075円,134分,105.1%,715件
6,850-899,5345円,131分,105.5%,679件
7,900-949,5670円,126分,106%,662件
8,950-999,5312円,126分,105.6%,670件
9,1000-1049,5843円,124分,106.3%,605件
10,1050-1099,5597円,121分,106.2%,600件
11,1100-1149,6138円,121分,106.8%,661件
12,1150-1199,6556円,119分,107.3%,632件
13,1200-1249,5806円,115分,106.7%,572件
14,1250-1299,6022円,111分,107.2%,677件
15,1300-1349,6025円,108分,107.4%,614件
16,1350-1399,6689円,106分,108.4%,621件
17,1400-1449,7834円,103分,110.2%,613件
18,1450-1499,7679円,102分,110%,584件
19,1500-1549,7519円,101分,109.9%,595件
20,1550-1599,7269円,95分,110.2%,577件
21,1600-1649,6887円,91分,110.1%,494件
22,1650-1699,7945円,91分,111.7%,497件
23,1700-1749,7048円,87分,110.8%,500件
24,1750-1799,8161円,84分,112.9%,488件
25,1800-1849,7561円,82分,112.2%,509件
26,1850-1899,8074円,80分,113.5%,442件
27,1900-1949,8672円,76分,115.2%,426件
28,1950-1999,8738円,74分,115.7%,448件
29,2000-2049,8812円,72分,116.4%,421件
30,2050-2099,8515円,67分,116.9%,408件
31,2100-2149,9414円,65分,119.3%,440件
32,2150-2199,9394円,62分,120.3%,407件
33,2200-2249,9618円,58分,122.1%,373件
34,2250-2299,9533円,50分,125.2%,367件
35,2300-2349,9382円,44分,128.3%,369件
36,2350-2399,9480円,40分,131.8%,357件
37,2400-2449,10095円,39分,134.6%,327件
38,2450-2499,9963円,38分,135.1%,352件
39,2500-2549,9880円,37分,135.4%,344件
40,2550-2599,10602円,35分,139.8%,348件
41,2600-2649,11305円,34分,145%,306件
42,2650-2699,11399円,33分,146%,302件
43,2700-2749,11709円,31分,149.9%,311件
44,2750-2799,12233円,30分,154.2%,285件
45,2800-2849,13286円,27分,165.7%,305件
46,2850-2899,13339円,25分,171.4%,279件
47,2900-2949,13509円,22分,181.6%,227件
