,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1000-1049,3824円,130分,103.9%,1105件
1,1050-1099,4325円,125分,104.6%,1193件
2,1100-1149,4355円,125分,104.6%,1013件
3,1150-1199,4767円,122分,105.2%,938件
4,1200-1249,4688円,118分,105.3%,896件
5,1250-1299,4879円,117分,105.5%,915件
6,1300-1349,4502円,114分,105.3%,816件
7,1350-1399,5006円,111分,106%,792件
8,1400-1449,6006円,109分,107.4%,738件
9,1450-1499,5409円,107分,106.8%,759件
10,1500-1549,5435円,103分,107%,782件
11,1550-1599,5378円,99分,107.2%,752件
12,1600-1649,5730円,97分,107.9%,733件
13,1650-1699,6393円,93分,109.2%,705件
14,1700-1749,6596円,91分,109.7%,689件
15,1750-1799,6072円,89分,109%,612件
16,1800-1849,6372円,84分,110.1%,641件
17,1850-1899,7028円,84分,111.1%,611件
18,1900-1949,6545円,78分,111.2%,597件
19,1950-1999,6881円,76分,112.1%,562件
20,2000-2049,6476円,72分,112%,551件
21,2050-2099,7348円,67分,114.7%,564件
22,2100-2149,7473円,64分,115.6%,559件
23,2150-2199,6444円,60分,114.4%,553件
24,2200-2249,7261円,57分,116.8%,525件
25,2250-2299,7212円,55分,117.5%,517件
26,2300-2349,7526円,51分,119.8%,529件
27,2350-2399,7114円,49分,119.5%,439件
28,2400-2449,7379円,47分,121%,486件
29,2450-2499,8148円,45分,123.9%,453件
30,2500-2549,8673円,43分,126.8%,449件
31,2550-2599,9267円,42分,129.4%,417件
32,2600-2649,9047円,40分,130.3%,444件
33,2650-2699,9947円,38分,134.9%,368件
34,2700-2749,10867円,35分,140.9%,388件
35,2750-2799,11492円,33分,147.1%,366件
36,2800-2849,12194円,31分,153%,327件
37,2850-2899,13395円,28分,164.7%,243件
38,2900-2949,14284円,23分,181.1%,189件
