,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,550-599,1499円,148分,101.3%,74件
1,600-649,2525円,145分,102.3%,101件
2,650-699,1485円,141分,101.4%,132件
3,700-749,2569円,139分,102.5%,129件
4,750-799,2621円,136分,102.6%,140件
5,800-849,2462円,137分,102.4%,161件
6,850-899,1800円,137分,101.8%,196件
7,900-949,2447円,132分,102.5%,189件
8,950-999,2867円,131分,102.9%,193件
9,1000-1049,3968円,125分,104.2%,260件
10,1050-1099,3453円,124分,103.7%,229件
11,1100-1149,3626円,123分,103.9%,283件
12,1150-1199,3680円,123分,104%,267件
13,1200-1249,3757円,117分,104.3%,305件
14,1250-1299,2849円,116分,103.3%,323件
15,1300-1349,3664円,114分,104.3%,312件
16,1350-1399,4035円,110分,104.9%,265件
17,1400-1449,3443円,112分,104.1%,278件
18,1450-1499,4119円,103分,105.3%,293件
19,1500-1549,3670円,104分,104.7%,286件
20,1550-1599,4905円,97分,106.7%,285件
21,1600-1649,3934円,94分,105.6%,275件
22,1650-1699,5775円,91分,108.5%,276件
23,1700-1749,5945円,90分,108.8%,296件
24,1750-1799,5212円,86分,108.1%,246件
25,1800-1849,5261円,84分,108.4%,252件
26,1850-1899,5634円,79分,109.5%,230件
27,1900-1949,5715円,75分,110.2%,230件
28,1950-1999,6748円,73分,112.3%,208件
29,2000-2049,6324円,71分,111.9%,201件
30,2050-2099,6371円,65分,113.1%,187件
31,2100-2149,6560円,64分,113.6%,185件
32,2150-2199,6993円,60分,115.6%,185件
33,2200-2249,5957円,59分,113.5%,175件
34,2250-2299,4401円,59分,109.9%,160件
35,2300-2349,6679円,50分,118%,155件
36,2350-2399,6590円,48分,118.3%,152件
37,2400-2449,7017円,45分,120.6%,152件
38,2450-2499,7408円,45分,122%,153件
39,2500-2549,7607円,43分,123.7%,127件
40,2550-2599,7844円,41分,125.8%,147件
41,2600-2649,8307円,41分,127.1%,121件
42,2650-2699,9642円,36分,135.7%,127件
43,2700-2749,10454円,35分,140.3%,100件
44,2750-2799,10956円,32分,145.1%,119件
45,2800-2849,11514円,32分,148.5%,104件
46,2850-2899,12942円,26分,165.6%,100件
47,2900-2949,14372円,23分,183.7%,91件
