,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,950-999,1953円,132分,102%,23件
1,1000-1049,2151円,126分,102.3%,32件
2,1050-1099,1646円,121分,101.8%,41件
3,1100-1149,2873円,126分,103%,33件
4,1150-1199,2855円,122分,103.1%,66件
5,1200-1249,3961円,108分,104.9%,59件
6,1250-1299,3597円,109分,104.4%,65件
7,1300-1349,2478円,108分,103.1%,67件
8,1350-1399,3765円,103分,104.9%,83件
9,1400-1449,4806円,101分,106.3%,75件
10,1450-1499,3637円,103分,104.7%,73件
11,1500-1549,3481円,95分,104.9%,83件
12,1550-1599,3647円,94分,105.2%,78件
13,1600-1649,4121円,95分,105.8%,86件
14,1650-1699,4832円,88分,107.3%,73件
15,1700-1749,3505円,85分,105.5%,90件
16,1750-1799,4281円,85分,106.7%,81件
17,1800-1849,5384円,78分,109.2%,84件
18,1850-1899,5181円,75分,109.2%,96件
19,1900-1949,5862円,75分,110.4%,97件
20,1950-1999,3661円,71分,106.9%,79件
21,2000-2049,6172円,68分,112.2%,106件
22,2050-2099,6207円,66分,112.6%,112件
23,2100-2149,4593円,61分,110.1%,87件
24,2150-2199,6073円,58分,114%,90件
25,2200-2249,5369円,57分,112.6%,80件
26,2250-2299,4936円,52分,112.6%,85件
27,2300-2349,6625円,50分,117.6%,65件
28,2350-2399,5811円,45分,117.2%,71件
29,2400-2449,4356円,49分,111.9%,63件
30,2450-2499,6857円,41分,122.4%,61件
31,2500-2549,8939円,34分,134.8%,43件
32,2550-2599,8141円,38分,128.5%,49件
33,2600-2649,7608円,37分,127.1%,41件
34,2650-2699,8417円,35分,131.8%,49件
35,2700-2749,9239円,34分,136.3%,61件
36,2750-2799,10626円,30分,146.9%,42件
37,2800-2849,11029円,27分,153.7%,33件
38,2850-2899,12493円,26分,164.3%,48件
39,2900-2949,13346円,23分,177.3%,44件
