,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,950-999,5149円,128分,105.4%,98件
1,1000-1049,6701円,129分,106.9%,105件
2,1050-1099,7419円,125分,107.9%,99件
3,1100-1149,6312円,123分,106.8%,128件
4,1150-1199,5489円,124分,105.9%,124件
5,1200-1249,8205円,120分,109.2%,136件
6,1250-1299,8678円,116分,110%,145件
7,1300-1349,6892円,114分,108.1%,154件
8,1350-1399,6111円,110分,107.4%,178件
9,1400-1449,8135円,106分,110.2%,171件
10,1450-1499,8322円,109分,110.2%,174件
11,1500-1549,8096円,100分,110.8%,172件
12,1550-1599,8966円,93分,112.9%,179件
13,1600-1649,8888円,94分,112.7%,157件
14,1650-1699,8868円,95分,112.4%,163件
15,1700-1749,8675円,88分,113.1%,142件
16,1750-1799,7685円,86分,112%,146件
17,1800-1849,8349円,86分,112.9%,135件
18,1850-1899,8233円,78分,114.1%,127件
19,1900-1949,8126円,77分,114%,117件
20,1950-1999,8454円,74分,115.2%,129件
21,2000-2049,9022円,71分,117%,120件
22,2050-2099,9246円,66分,118.6%,98件
23,2100-2149,10248円,68分,120.1%,109件
24,2150-2199,9047円,61分,119.9%,95件
25,2200-2249,10877円,54分,126.9%,82件
26,2250-2299,8088円,53分,120.2%,79件
27,2300-2349,9061円,47分,125.8%,71件
28,2350-2399,8138円,45分,124.2%,91件
29,2400-2449,10136円,40分,133.7%,96件
30,2450-2499,10450円,38分,137%,78件
31,2500-2549,9952円,42分,131.3%,66件
32,2550-2599,10517円,41分,134.4%,66件
33,2600-2649,12103円,36分,144.7%,69件
34,2650-2699,11463円,35分,143.9%,70件
35,2700-2749,12279円,34分,147.8%,61件
36,2750-2799,12292円,32分,151.7%,65件
37,2800-2849,12802円,29分,159.1%,56件
38,2850-2899,12663円,26分,165.9%,52件
39,2900-2949,15144円,24分,183.3%,64件
