,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,100-149,-3123円,162分,97.4%,4808件
1,150-199,-3189円,162分,97.4%,6040件
2,200-249,-3277円,161分,97.3%,5312件
3,250-299,-2810円,157分,97.6%,5009件
4,300-349,-2539円,156分,97.8%,4375件
5,350-399,-2501円,154分,97.8%,3988件
6,400-449,-2392円,152分,97.9%,3750件
7,450-499,-2087円,149分,98.1%,3599件
8,500-549,-2122円,147分,98.1%,3186件
9,550-599,-1802円,146分,98.4%,3101件
10,600-649,-1303円,143分,98.8%,2912件
11,650-699,-1147円,142分,98.9%,2750件
12,700-749,-1195円,138分,98.8%,4989件
13,750-799,-1164円,138分,98.9%,2869件
14,800-849,-1213円,136分,98.8%,2916件
15,850-899,-821円,133分,99.2%,2436件
16,900-949,-624円,131分,99.4%,2233件
17,950-999,-533円,128分,99.4%,2151件
18,1000-1049,-733円,127分,99.2%,2086件
19,1050-1099,-351円,123分,99.6%,2003件
20,1100-1149,235円,120分,100.3%,2061件
21,1150-1199,860円,119分,101%,1888件
22,1200-1249,420円,116分,100.5%,1911件
23,1250-1299,1115円,112分,101.3%,1900件
24,1300-1349,375円,112分,100.4%,1791件
25,1350-1399,720円,109分,100.9%,1836件
26,1400-1449,1451円,105分,101.8%,1730件
27,1450-1499,1659円,103分,102.1%,1749件
28,1500-1549,1739円,100分,102.3%,1625件
29,1550-1599,1960円,97分,102.7%,1633件
30,1600-1649,2308円,95分,103.2%,1540件
31,1650-1699,1929円,92分,102.8%,1511件
32,1700-1749,2412円,89分,103.6%,1446件
33,1750-1799,2836円,86分,104.4%,1456件
34,1800-1849,2513円,82分,104.1%,1403件
35,1850-1899,2741円,80分,104.6%,1368件
36,1900-1949,2841円,76分,105%,1373件
37,1950-1999,3598円,73分,106.5%,1330件
38,2000-2049,3506円,70分,106.7%,1312件
39,2050-2099,3893円,68分,107.7%,1268件
40,2100-2149,3939円,65分,108.1%,1169件
41,2150-2199,3703円,61分,108.1%,1164件
42,2200-2249,4576円,58分,110.5%,1147件
43,2250-2299,4763円,54分,111.8%,1147件
44,2300-2349,4942円,51分,112.9%,1061件
45,2350-2399,5051円,48分,114.1%,1096件
46,2400-2449,5653円,46分,116.4%,1015件
47,2450-2499,6163円,45分,118.5%,1015件
48,2500-2549,6622円,43分,120.5%,954件
49,2550-2599,7301円,41分,123.5%,853件
50,2600-2649,7878円,38分,127.4%,708件
51,2650-2699,8408円,37分,130.4%,631件
52,2700-2749,8989円,34分,135.3%,473件
53,2750-2799,9967円,32分,141.8%,370件
54,2800-2849,10732円,28分,150.5%,317件
55,2850-2899,12165円,25分,163.9%,264件
56,2900-2949,12506円,23分,171.7%,192件
