,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1050-1099,4773円,134分,104.7%,29件
1,1100-1149,7216円,126分,107.7%,47件
2,1150-1199,5546円,118分,106.3%,46件
3,1200-1249,6754円,117分,107.7%,63件
4,1250-1299,6273円,115分,107.3%,60件
5,1300-1349,6316円,116分,107.3%,73件
6,1350-1399,6481円,111分,107.8%,65件
7,1400-1449,6507円,106分,108.2%,70件
8,1450-1499,5743円,101分,107.6%,64件
9,1500-1549,6396円,98分,108.7%,74件
10,1550-1599,5165円,100分,106.9%,86件
11,1600-1649,6451円,94分,109.2%,88件
12,1650-1699,6869円,93分,109.8%,107件
13,1700-1749,6761円,90分,110%,90件
14,1750-1799,7497円,90分,111.1%,94件
15,1800-1849,7974円,87分,112.3%,88件
16,1850-1899,7125円,82分,111.6%,75件
17,1900-1949,7246円,76分,112.7%,104件
18,1950-1999,6970円,75分,112.3%,95件
19,2000-2049,6500円,71分,112.3%,85件
20,2050-2099,8293円,64分,117.2%,80件
21,2100-2149,6354円,64分,113.2%,63件
22,2150-2199,6296円,63分,113.4%,75件
23,2200-2249,6899円,59分,115.6%,54件
24,2250-2299,6397円,57分,115%,54件
25,2300-2349,7275円,49分,119.8%,60件
26,2350-2399,8588円,45分,125.3%,62件
27,2400-2449,7689円,46分,122.2%,47件
28,2450-2499,6830円,47分,119.3%,49件
29,2500-2549,9052円,43分,128.3%,59件
30,2550-2599,8905円,42分,128.6%,47件
31,2600-2649,9357円,40分,131%,57件
32,2650-2699,9445円,41分,130.8%,54件
33,2700-2749,10705円,36分,139.8%,42件
34,2750-2799,11987円,33分,148.5%,39件
35,2800-2849,11993円,30分,154.1%,37件
36,2850-2899,13229円,25分,170.3%,36件
37,2900-2949,14300円,25分,177.7%,47件
