,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,950-999,4386円,134分,104.4%,23件
1,1000-1049,4510円,128分,104.7%,32件
2,1050-1099,3888円,123分,104.2%,41件
3,1100-1149,5305円,129分,105.5%,33件
4,1150-1199,5187円,124分,105.6%,66件
5,1200-1249,6075円,110分,107.3%,59件
6,1250-1299,5702円,111分,106.9%,65件
7,1300-1349,4509円,109分,105.5%,67件
8,1350-1399,5771円,105分,107.3%,83件
9,1400-1449,6839円,103分,108.8%,75件
10,1450-1499,5627円,105分,107.1%,73件
11,1500-1549,5325円,97分,107.3%,83件
12,1550-1599,5497円,96分,107.6%,78件
13,1600-1649,6009円,97分,108.3%,86件
14,1650-1699,6599円,90分,109.8%,73件
15,1700-1749,5119円,86分,107.9%,90件
16,1750-1799,5943円,87分,109.1%,81件
17,1800-1849,6990円,80分,111.7%,84件
18,1850-1899,6722円,77分,111.7%,96件
19,1900-1949,7414円,77分,112.9%,97件
20,1950-1999,4997円,72分,109.2%,79件
21,2000-2049,7599円,69分,114.7%,106件
22,2050-2099,7599円,67分,115.2%,112件
23,2100-2149,5788円,62分,112.5%,87件
24,2150-2199,7270円,59分,116.5%,90件
25,2200-2249,6518円,58分,115%,80件
26,2250-2299,5974円,53分,114.9%,85件
27,2300-2349,7699円,51分,120%,65件
28,2350-2399,6729円,46分,119.5%,71件
29,2400-2449,5289円,50分,114.2%,63件
30,2450-2499,7776円,42分,124.9%,61件
31,2500-2549,9731円,35分,137.1%,43件
32,2550-2599,8933円,39分,130.7%,49件
33,2600-2649,8400円,38分,129.4%,41件
34,2650-2699,9209円,36分,134.1%,49件
35,2700-2749,10031円,35分,138.6%,61件
36,2750-2799,11418円,31分,149.3%,42件
37,2800-2849,11821円,28分,156.1%,33件
38,2850-2899,13285円,27分,166.6%,48件
39,2900-2949,14139円,24分,179.5%,44件
