,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1250-1299,4843円,117分,105.5%,2137件
1,1300-1349,5010円,114分,105.9%,2100件
2,1350-1399,5164円,110分,106.2%,2093件
3,1400-1449,4893円,108分,106%,2079件
4,1450-1499,5081円,104分,106.5%,1951件
5,1500-1549,5317円,103分,106.9%,1882件
6,1550-1599,5721円,101分,107.6%,1949件
7,1600-1649,5835円,97分,108%,1820件
8,1650-1699,5919円,94分,108.4%,1841件
9,1700-1749,5912円,92分,108.6%,1845件
10,1750-1799,5589円,90分,108.3%,1704件
11,1800-1849,6251円,86分,109.7%,1645件
12,1850-1899,5847円,82分,109.5%,1663件
13,1900-1949,6011円,79分,110.2%,1623件
14,1950-1999,5810円,74分,110.5%,1516件
15,2000-2049,6494円,71分,112.1%,1554件
16,2050-2099,6782円,68分,113.3%,1482件
17,2100-2149,6615円,65分,113.5%,1458件
18,2150-2199,6431円,62分,113.9%,1415件
19,2200-2249,6811円,59分,115.5%,1415件
20,2250-2299,6949円,55分,116.8%,1367件
21,2300-2349,6953円,52分,117.8%,1262件
22,2350-2399,7482円,48分,120.9%,1279件
23,2400-2449,7314円,47分,120.6%,1228件
24,2450-2499,7811円,45分,122.9%,1206件
25,2500-2549,8353円,43分,125.9%,1217件
26,2550-2599,8827円,42分,128.1%,1171件
27,2600-2649,8726円,42分,127.8%,938件
