,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1300-1349,6962円,112分,108.3%,542件
1,1350-1399,6191円,111分,107.4%,516件
2,1400-1449,7164円,108分,108.9%,532件
3,1450-1499,6752円,106分,108.5%,461件
4,1500-1549,7492円,101分,109.9%,448件
5,1550-1599,7700円,99分,110.3%,423件
6,1600-1649,7347円,98分,110%,442件
7,1650-1699,7918円,94分,111.3%,479件
8,1700-1749,7931円,89分,111.8%,439件
9,1750-1799,7341円,89分,111%,429件
10,1800-1849,8462円,84分,113.4%,405件
11,1850-1899,8831円,81分,114.5%,383件
12,1900-1949,8173円,80分,113.6%,347件
13,1950-1999,9193円,76分,116.1%,396件
14,2000-2049,9573円,73分,117.4%,360件
15,2050-2099,8541円,68分,116.7%,348件
16,2100-2149,8779円,63分,118.5%,313件
17,2150-2199,8968円,59分,120.2%,321件
18,2200-2249,9588円,53分,123.9%,337件
19,2250-2299,9237円,52分,123.8%,307件
20,2300-2349,8850円,47分,125.1%,340件
21,2350-2399,8996円,45分,126.4%,299件
22,2400-2449,8972円,45分,126.6%,293件
23,2450-2499,10103円,42分,132.2%,311件
24,2500-2549,9734円,42分,131.2%,262件
25,2550-2599,10212円,40分,134.3%,290件
26,2600-2649,10626円,39分,136.7%,251件
27,2650-2699,11139円,36分,140.9%,240件
28,2700-2749,11656円,35分,143.8%,226件
29,2750-2799,11944円,33分,148.8%,250件
30,2800-2849,12541円,30分,156.5%,204件
31,2850-2899,13992円,27分,169.2%,219件
32,2900-2949,14432円,24分,181.8%,184件
