,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,150-199,-3063円,159分,97.4%,483件
1,200-249,-1862円,157分,98.4%,839件
2,250-299,-2746円,157分,97.7%,1212件
3,300-349,-2573円,154分,97.8%,1423件
4,350-399,-1843円,151分,98.4%,1605件
5,400-449,-1637円,150分,98.5%,1631件
6,450-499,-1613円,147分,98.5%,1668件
7,500-549,-1304円,147分,98.8%,1743件
8,550-599,-1419円,145分,98.7%,1707件
9,600-649,-1189円,144分,98.9%,1754件
10,650-699,-876円,139分,99.2%,1744件
11,700-749,-35円,137分,100%,1679件
12,750-799,-1184円,137分,98.8%,1983件
13,800-849,-316円,133分,99.7%,1971件
14,850-899,-606円,131分,99.4%,1956件
15,900-949,278円,129分,100.3%,1827件
16,950-999,36円,127分,100%,1742件
17,1000-1049,170円,125分,100.2%,1532件
18,1050-1099,207円,123分,100.2%,1481件
19,1100-1149,469円,122分,100.5%,1354件
20,1150-1199,305円,117分,100.3%,1272件
21,1200-1249,912円,117分,101%,1289件
22,1250-1299,1163円,113分,101.4%,1209件
23,1300-1349,993円,112分,101.2%,1134件
24,1350-1399,1505円,108分,101.9%,1211件
25,1400-1449,2125円,104分,102.7%,1196件
26,1450-1499,1463円,102分,101.9%,1068件
27,1500-1549,2280円,101分,103%,938件
28,1550-1599,2323円,98分,103.2%,960件
29,1600-1649,2469円,96分,103.4%,961件
30,1650-1699,2209円,91分,103.2%,886件
31,1700-1749,2710円,89分,104.1%,920件
32,1750-1799,3184円,85分,105%,852件
33,1800-1849,3628円,82分,105.9%,840件
34,1850-1899,3353円,77分,105.8%,833件
35,1900-1949,3464円,76分,106.1%,743件
36,1950-1999,3508円,73分,106.4%,773件
37,2000-2049,3596円,72分,106.7%,725件
38,2050-2099,4067円,67分,108.1%,715件
39,2100-2149,4937円,63分,110.4%,690件
40,2150-2199,4693円,61分,110.3%,708件
41,2200-2249,4699円,57分,110.9%,610件
42,2250-2299,4765円,55分,111.6%,610件
43,2300-2349,5081円,51分,113.3%,579件
44,2350-2399,5421円,47分,115.3%,565件
45,2400-2449,5709円,45分,116.9%,563件
46,2450-2499,6191円,44分,118.6%,545件
47,2500-2549,7167円,42分,122.7%,592件
48,2550-2599,7601円,40分,125.4%,532件
49,2600-2649,7892円,38分,127.5%,552件
50,2650-2699,8802円,36分,132.4%,488件
51,2700-2749,9156円,35分,135.1%,464件
52,2750-2799,10022円,32分,142.3%,427件
53,2800-2849,10756円,29分,149.3%,381件
54,2850-2899,12021円,26分,162.2%,337件
55,2900-2949,12699円,23分,175.1%,264件
