,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1450-1499,5770円,107分,107.2%,488件
1,1500-1549,6133円,104分,107.8%,486件
2,1550-1599,6792円,99分,109.1%,458件
3,1600-1649,6132円,97分,108.5%,460件
4,1650-1699,6576円,96分,109.2%,449件
5,1700-1749,5922円,90分,108.7%,391件
6,1750-1799,6929円,89分,110.4%,358件
7,1800-1849,6733円,86分,110.5%,379件
8,1850-1899,7499円,81分,112.3%,323件
9,1900-1949,6484円,79分,111%,307件
10,1950-1999,8223円,76分,114.5%,307件
11,2000-2049,6521円,72分,112%,298件
12,2050-2099,6786円,69分,113.1%,301件
13,2100-2149,7278円,64分,115.2%,289件
14,2150-2199,7316円,62分,115.8%,271件
15,2200-2249,7262円,59分,116.4%,270件
16,2250-2299,7613円,53分,119%,236件
17,2300-2349,6571円,54分,116.3%,245件
18,2350-2399,7649円,49分,120.6%,206件
19,2400-2449,7746円,48分,121.7%,237件
20,2450-2499,8928円,44分,127.1%,222件
21,2500-2549,8896円,43分,127.6%,216件
22,2550-2599,9291円,42分,129.3%,255件
23,2600-2649,9456円,41分,130.8%,214件
24,2650-2699,10297円,38分,136.3%,189件
25,2700-2749,11248円,36分,142.1%,190件
26,2750-2799,11795円,34分,146.1%,178件
27,2800-2849,12768円,31分,155.7%,175件
28,2850-2899,13511円,27分,166.5%,149件
29,2900-2949,15017円,25分,181.1%,137件
