,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,150-199,-3100円,160分,97.4%,3958件
1,200-249,-3128円,160分,97.4%,5030件
2,250-299,-3106円,159分,97.4%,4444件
3,300-349,-2632円,155分,97.7%,4200件
4,350-399,-2466円,154分,97.9%,3705件
5,400-449,-2392円,152分,97.9%,3363件
6,450-499,-2178円,151分,98.1%,3154件
7,500-549,-1815円,147分,98.4%,3037件
8,550-599,-2065円,146分,98.1%,2669件
9,600-649,-1657円,144分,98.5%,2600件
10,650-699,-1065円,140分,99%,2447件
11,700-749,-815円,139分,99.2%,2316件
12,750-799,-1009円,136分,99%,4201件
13,800-849,-877円,135分,99.1%,2416件
14,850-899,-943円,133分,99.1%,2444件
15,900-949,-660円,131分,99.3%,2042件
16,950-999,-238円,128分,99.8%,1885件
17,1000-1049,-167円,125分,99.8%,1837件
18,1050-1099,-434円,124分,99.5%,1777件
19,1100-1149,-246円,121分,99.7%,1672件
20,1150-1199,403円,118分,100.5%,1710件
21,1200-1249,1066円,116分,101.2%,1539件
22,1250-1299,526円,114分,100.6%,1573件
23,1300-1349,1165円,110分,101.4%,1592件
24,1350-1399,687円,108分,100.8%,1507件
25,1400-1449,1117円,106分,101.4%,1543件
26,1450-1499,1800円,102分,102.3%,1458件
27,1500-1549,1845円,100分,102.5%,1454件
28,1550-1599,2065円,98分,102.8%,1335件
29,1600-1649,2192円,94分,103.1%,1347件
30,1650-1699,2502円,93分,103.6%,1269件
31,1700-1749,2107円,89分,103.1%,1261件
32,1750-1799,2652円,86分,104.1%,1192件
33,1800-1849,2935円,83分,104.7%,1204件
34,1850-1899,2917円,79分,104.9%,1177件
35,1900-1949,3160円,76分,105.5%,1119件
36,1950-1999,3187円,72分,105.9%,1143件
37,2000-2049,3693円,70分,107%,1100件
38,2050-2099,3663円,67分,107.3%,1087件
39,2100-2149,4287円,64分,108.9%,1076件
40,2150-2199,4287円,61分,109.3%,988件
41,2200-2249,4167円,58分,109.6%,970件
42,2250-2299,4683円,55分,111.3%,960件
43,2300-2349,5174円,50分,113.7%,968件
44,2350-2399,5363円,48分,114.9%,885件
45,2400-2449,5548円,45分,116.3%,938件
46,2450-2499,6211円,44分,118.9%,844件
47,2500-2549,6721円,43分,120.8%,826件
48,2550-2599,7203円,41分,123.5%,786件
49,2600-2649,7776円,40分,126.2%,700件
50,2650-2699,8482円,37分,130.9%,584件
51,2700-2749,9154円,34分,135.7%,514件
52,2750-2799,9828円,31分,142.1%,397件
53,2800-2849,10872円,28分,151%,300件
54,2850-2899,11789円,25分,162.8%,266件
55,2900-2949,12857円,23分,175.9%,182件
