,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1050-1099,4091円,127分,104.3%,981件
1,1100-1149,4421円,127分,104.7%,946件
2,1150-1199,4251円,121分,104.7%,973件
3,1200-1249,4709円,118分,105.3%,904件
4,1250-1299,4402円,115分,105.1%,864件
5,1300-1349,4282円,115分,105%,872件
6,1350-1399,4535円,113分,105.4%,846件
7,1400-1449,5059円,107分,106.3%,798件
8,1450-1499,5081円,105分,106.4%,841件
9,1500-1549,5178円,104分,106.6%,773件
10,1550-1599,4946円,99分,106.7%,719件
11,1600-1649,5416円,97分,107.4%,658件
12,1650-1699,5759円,95分,108.1%,651件
13,1700-1749,6440円,90分,109.6%,592件
14,1750-1799,5595円,88分,108.5%,549件
15,1800-1849,6545円,85分,110.2%,529件
16,1850-1899,6019円,82分,109.8%,533件
17,1900-1949,6008円,78分,110.2%,532件
18,1950-1999,6144円,74分,111.1%,511件
19,2000-2049,6396円,71分,112%,498件
20,2050-2099,6035円,69分,111.7%,468件
21,2100-2149,7038円,64分,114.6%,446件
22,2150-2199,6106円,64分,112.7%,442件
23,2200-2249,7184円,59分,116.2%,399件
24,2250-2299,6038円,56分,114.4%,404件
25,2300-2349,6794円,52分,117.4%,387件
26,2350-2399,7417円,47分,120.9%,395件
27,2400-2449,7236円,48分,120.3%,451件
28,2450-2499,7512円,46分,121.9%,360件
29,2500-2549,8507円,43分,126.3%,333件
30,2550-2599,8824円,43分,127.6%,335件
31,2600-2649,9796円,39分,133.2%,338件
32,2650-2699,10116円,38分,135.9%,309件
33,2700-2749,10855円,34分,142.1%,298件
34,2750-2799,11883円,33分,147.3%,284件
35,2800-2849,12614円,30分,156.4%,290件
36,2850-2899,13801円,27分,168.8%,255件
37,2900-2949,14344円,25分,177.6%,187件
