,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,800-849,1160円,128分,101.2%,21件
1,850-899,2045円,145分,101.9%,37件
2,900-949,4923円,125分,105.3%,30件
3,950-999,1909円,128分,102%,40件
4,1000-1049,3091円,133分,103.1%,35件
5,1050-1099,4458円,127分,104.7%,56件
6,1100-1149,3410円,120分,103.8%,58件
7,1150-1199,3569円,118分,104%,69件
8,1200-1249,4380円,118分,104.9%,78件
9,1250-1299,4026円,116分,104.6%,87件
10,1300-1349,3614円,110分,104.4%,74件
11,1350-1399,4548円,110分,105.5%,86件
12,1400-1449,4172円,105分,105.3%,80件
13,1450-1499,4108円,100分,105.5%,89件
14,1500-1549,3194円,101分,104.2%,101件
15,1550-1599,4332円,97分,105.9%,99件
16,1600-1649,4934円,92分,107.1%,126件
17,1650-1699,5075円,92分,107.4%,107件
18,1700-1749,5697円,92分,108.3%,116件
19,1750-1799,6086円,89分,109.1%,103件
20,1800-1849,5234円,84分,108.3%,90件
21,1850-1899,5594円,79分,109.5%,126件
22,1900-1949,5192円,75分,109.2%,115件
23,1950-1999,4612円,75分,108.2%,103件
24,2000-2049,7271円,69分,114.1%,107件
25,2050-2099,5059円,67分,110.1%,75件
26,2100-2149,4860円,65分,110%,87件
27,2150-2199,5786円,64分,112.1%,68件
28,2200-2249,5836円,59分,113.2%,70件
29,2250-2299,5934円,52分,115.1%,73件
30,2300-2349,7578円,48分,121.1%,76件
31,2350-2399,7265円,45分,121.6%,61件
32,2400-2449,6188円,46分,117.8%,63件
33,2450-2499,7572円,44分,122.9%,67件
34,2500-2549,7459円,42分,123.4%,56件
35,2550-2599,7963円,42分,125.4%,68件
36,2600-2649,7941円,43分,124.9%,62件
37,2650-2699,9110円,37分,133%,53件
38,2700-2749,10325円,35分,139.8%,47件
39,2750-2799,10365円,31分,144.4%,44件
40,2800-2849,11948円,28分,157.4%,46件
41,2850-2899,12732円,27分,161.8%,59件
42,2900-2949,13497円,23分,177.4%,52件
