,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,250-299,-512円,159分,99.6%,251件
1,300-349,-740円,157分,99.4%,355件
2,350-399,-690円,156分,99.4%,415件
3,400-449,-88円,145分,99.9%,531件
4,450-499,-1187円,149分,98.9%,595件
5,500-549,241円,147分,100.2%,666件
6,550-599,-45円,147分,100%,692件
7,600-649,417円,143分,100.4%,792件
8,650-699,-38円,142分,100%,805件
9,700-749,638円,139分,100.6%,841件
10,750-799,981円,136分,101%,950件
11,800-849,374円,137分,100.4%,949件
12,850-899,453円,136分,100.4%,1041件
13,900-949,1039円,129分,101.1%,1069件
14,950-999,1074円,132分,101.1%,1070件
15,1000-1049,1140円,127分,101.2%,1050件
16,1050-1099,1373円,124分,101.5%,981件
17,1100-1149,1685円,124分,101.8%,946件
18,1150-1199,1652円,119分,101.9%,973件
19,1200-1249,2148円,115分,102.5%,904件
20,1250-1299,1920円,113分,102.3%,864件
21,1300-1349,1830円,112分,102.2%,872件
22,1350-1399,2111円,110分,102.6%,846件
23,1400-1449,2703円,105分,103.4%,798件
24,1450-1499,2765円,103分,103.6%,841件
25,1500-1549,2887円,102分,103.8%,773件
26,1550-1599,2796円,97分,103.8%,719件
27,1600-1649,3259円,95分,104.6%,658件
28,1650-1699,3646円,93分,105.2%,651件
29,1700-1749,4400円,88分,106.7%,592件
30,1750-1799,3645円,86分,105.6%,549件
31,1800-1849,4599円,83分,107.4%,529件
32,1850-1899,4174円,80分,107%,533件
33,1900-1949,4252円,77分,107.4%,532件
34,1950-1999,4467円,72分,108.2%,511件
35,2000-2049,4775円,70分,109.1%,498件
36,2050-2099,4487円,67分,108.9%,468件
37,2100-2149,5523円,63分,111.7%,446件
38,2150-2199,4679円,63分,110%,442件
39,2200-2249,5795円,58分,113.3%,399件
40,2250-2299,4768円,55分,111.6%,404件
41,2300-2349,5579円,51分,114.6%,387件
42,2350-2399,6250円,46分,118%,395件
43,2400-2449,6092円,47分,117.4%,451件
44,2450-2499,6368円,45分,119%,360件
45,2500-2549,7363円,42分,123.3%,333件
46,2550-2599,7680円,42分,124.6%,335件
47,2600-2649,8652円,38分,130.1%,338件
48,2650-2699,8971円,37分,132.7%,309件
49,2700-2749,9711円,33分,138.8%,298件
50,2750-2799,10738円,32分,144.1%,284件
51,2800-2849,11470円,29分,153.1%,290件
52,2850-2899,12657円,26分,165.6%,255件
53,2900-2949,13200円,24分,174.5%,187件
