,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,350-399,80円,153分,100.1%,3453件
1,400-449,297円,153分,100.3%,2969件
2,450-499,582円,152分,100.5%,2878件
3,500-549,639円,148分,100.6%,2721件
4,550-599,543円,147分,100.5%,2711件
5,600-649,900円,142分,100.8%,2626件
6,650-699,838円,142分,100.8%,2628件
7,700-749,858円,140分,100.8%,2614件
8,750-799,1220円,139分,101.2%,2619件
9,800-849,1328円,136分,101.3%,2447件
10,850-899,1369円,132分,101.4%,2722件
11,900-949,1602円,131分,101.6%,2784件
12,950-999,1927円,128分,102%,2668件
13,1000-1049,2204円,125分,102.3%,2579件
14,1050-1099,2102円,125分,102.2%,2458件
15,1100-1149,1811円,123分,102%,2449件
16,1150-1199,2348円,119分,102.6%,2307件
17,1200-1249,2538円,115分,102.9%,2250件
18,1250-1299,2564円,115分,103%,2137件
19,1300-1349,2774円,112分,103.3%,2100件
20,1350-1399,2988円,108分,103.7%,2093件
21,1400-1449,2787円,106分,103.5%,2079件
22,1450-1499,3033円,103分,103.9%,1951件
23,1500-1549,3270円,101分,104.3%,1882件
24,1550-1599,3708円,99分,105%,1949件
25,1600-1649,3889円,95分,105.4%,1820件
26,1650-1699,4012円,93分,105.8%,1841件
27,1700-1749,4065円,90分,106%,1845件
28,1750-1799,3804円,88分,105.8%,1704件
29,1800-1849,4511円,84分,107.2%,1645件
30,1850-1899,4189円,81分,106.9%,1663件
31,1900-1949,4419円,77分,107.6%,1623件
32,1950-1999,4314円,73分,107.9%,1516件
33,2000-2049,5028円,70分,109.6%,1554件
34,2050-2099,5362円,67分,110.7%,1482件
35,2100-2149,5250円,64分,110.9%,1458件
36,2150-2199,5153円,61分,111.3%,1415件
37,2200-2249,5570円,57分,112.9%,1415件
38,2250-2299,5766円,54分,114.3%,1367件
39,2300-2349,5836円,51分,115.2%,1262件
40,2350-2399,6427円,47分,118.3%,1279件
41,2400-2449,6268円,46分,118%,1228件
42,2450-2499,6769円,45分,120.3%,1206件
43,2500-2549,7310円,42分,123.1%,1217件
44,2550-2599,7784円,41分,125.3%,1171件
45,2600-2649,7683円,41分,125%,938件
