,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,650-699,1142円,144分,101.1%,92件
1,700-749,1108円,139分,101.1%,103件
2,750-799,1211円,131分,101.2%,131件
3,800-849,239円,133分,100.2%,165件
4,850-899,1973円,130分,102%,172件
5,900-949,1435円,128分,101.5%,191件
6,950-999,1665円,125分,101.8%,223件
7,1000-1049,1164円,127分,101.2%,233件
8,1050-1099,2292円,125分,102.4%,226件
9,1100-1149,3085円,119分,103.5%,259件
10,1150-1199,1126円,122分,101.2%,261件
11,1200-1249,1400円,116分,101.6%,302件
12,1250-1299,3133円,113分,103.7%,293件
13,1300-1349,3197円,115分,103.7%,295件
14,1350-1399,3263円,107分,104.1%,289件
15,1400-1449,3859円,100分,105.1%,283件
16,1450-1499,3351円,101分,104.4%,275件
17,1500-1549,3752円,100分,105%,280件
18,1550-1599,3742円,97分,105.2%,237件
19,1600-1649,2870円,94分,104.1%,223件
20,1650-1699,3731円,92分,105.4%,233件
21,1700-1749,4520円,86分,107%,238件
22,1750-1799,4433円,85分,107%,208件
23,1800-1849,4218円,83分,106.7%,221件
24,1850-1899,5309円,81分,108.8%,229件
25,1900-1949,5138円,74分,109.3%,185件
26,1950-1999,5571円,76分,109.8%,175件
27,2000-2049,5061円,70分,109.6%,177件
28,2050-2099,7073円,65分,114.6%,160件
29,2100-2149,4415円,64分,109.1%,145件
30,2150-2199,6883円,58分,115.7%,131件
31,2200-2249,5396円,54分,113.3%,146件
32,2250-2299,6350円,49分,117.1%,162件
33,2300-2349,7326円,45分,121.8%,137件
34,2350-2399,6749円,45分,119.8%,128件
35,2400-2449,6578円,46分,119.2%,114件
36,2450-2499,8022円,41分,126.1%,118件
37,2500-2549,7659円,42分,124.5%,119件
38,2550-2599,8401円,39分,128.7%,105件
39,2600-2649,8673円,39分,129.9%,107件
40,2650-2699,8804円,37分,131.7%,100件
41,2700-2749,9227円,33分,136.9%,94件
42,2750-2799,10606円,32分,144.7%,125件
43,2800-2849,11272円,28分,154%,108件
44,2850-2899,11614円,25分,161.3%,83件
45,2900-2949,13683円,22分,182.7%,79件
