,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1500-1549,6090円,103分,107.9%,1203件
1,1550-1599,6072円,100分,108.1%,1196件
2,1600-1649,6235円,98分,108.5%,1086件
3,1650-1699,6183円,95分,108.7%,1111件
4,1700-1749,6293円,94分,109%,1040件
5,1750-1799,5852円,89分,108.7%,1045件
6,1800-1849,6268円,86分,109.7%,973件
7,1850-1899,6560円,82分,110.6%,1013件
8,1900-1949,6321円,79分,110.7%,963件
9,1950-1999,6594円,76分,111.6%,934件
10,2000-2049,6302円,71分,111.9%,952件
11,2050-2099,6657円,69分,112.9%,892件
12,2100-2149,6640円,67分,113.3%,895件
13,2150-2199,7109円,63分,115.1%,909件
14,2200-2249,7077円,59分,115.9%,800件
15,2250-2299,6600円,56分,115.8%,799件
16,2300-2349,7145円,53分,118%,786件
17,2350-2399,7612円,49分,120.7%,791件
18,2400-2449,8002円,48分,122.4%,730件
19,2450-2499,7818円,46分,122.7%,755件
20,2500-2549,8771円,44分,126.7%,696件
21,2550-2599,9244円,43分,128.7%,679件
22,2600-2649,9627円,41分,131.4%,634件
23,2650-2699,10203円,39分,134.7%,574件
24,2700-2749,11119円,36分,141.3%,479件
25,2750-2799,11862円,33分,147.9%,412件
26,2800-2849,12433円,30分,155.2%,329件
27,2850-2899,13773円,27分,167.6%,242件
28,2900-2949,14651円,23分,183.5%,188件
