,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,700-749,515円,138分,100.5%,42件
1,750-799,2178円,136分,102.1%,56件
2,800-849,1460円,129分,101.5%,82件
3,850-899,2672円,133分,102.7%,75件
4,900-949,1369円,126分,101.4%,83件
5,950-999,1989円,133分,102%,91件
6,1000-1049,1199円,126分,101.3%,111件
7,1050-1099,1627円,123分,101.8%,99件
8,1100-1149,2524円,120分,102.8%,119件
9,1150-1199,3357円,114分,103.9%,145件
10,1200-1249,2138円,117分,102.4%,128件
11,1250-1299,3066円,116分,103.5%,160件
12,1300-1349,2985円,115分,103.5%,148件
13,1350-1399,3022円,106分,103.8%,163件
14,1400-1449,2450円,109分,103%,193件
15,1450-1499,3337円,104分,104.3%,180件
16,1500-1549,3604円,101分,104.8%,150件
17,1550-1599,2988円,102分,103.9%,158件
18,1600-1649,3905円,94分,105.5%,157件
19,1650-1699,3840円,94分,105.5%,178件
20,1700-1749,5496円,86分,108.5%,181件
21,1750-1799,2884円,88分,104.4%,156件
22,1800-1849,6136円,80分,110.2%,164件
23,1850-1899,5606円,79分,109.5%,156件
24,1900-1949,4875円,76分,108.6%,131件
25,1950-1999,4676円,72分,108.6%,137件
26,2000-2049,5417円,67分,110.9%,127件
27,2050-2099,6317円,64分,113.2%,139件
28,2100-2149,6218円,62分,113.3%,102件
29,2150-2199,7200円,58分,116.5%,112件
30,2200-2249,6264円,52分,116.1%,94件
31,2250-2299,6865円,52分,117.6%,100件
32,2300-2349,5972円,48分,116.7%,96件
33,2350-2399,6731円,45分,119.9%,104件
34,2400-2449,5674円,49分,115.5%,94件
35,2450-2499,7651円,42分,124.5%,87件
36,2500-2549,7712円,41分,124.9%,92件
37,2550-2599,7817円,40分,126.1%,90件
38,2600-2649,7943円,39分,127.1%,85件
39,2650-2699,9143円,34分,135.9%,69件
40,2700-2749,9029円,34分,135.9%,86件
41,2750-2799,10151円,32分,141.8%,75件
42,2800-2849,11409円,28分,154.6%,71件
43,2850-2899,11941円,25分,163.1%,52件
44,2900-2949,13414円,23分,179.1%,63件
