,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,550-599,1401円,147分,101.3%,2510件
1,600-649,970円,147分,100.9%,2204件
2,650-699,1342円,144分,101.2%,2147件
3,700-749,1919円,141分,101.8%,2020件
4,750-799,2160円,139分,102.1%,1906件
5,800-849,1894円,136分,101.9%,3452件
6,850-899,1965円,136分,101.9%,1960件
7,900-949,1939円,133分,101.9%,2026件
8,950-999,2238円,131分,102.3%,1730件
9,1000-1049,2492円,129分,102.6%,1550件
10,1050-1099,2715円,125分,102.9%,1536件
11,1100-1149,2205円,124分,102.4%,1487件
12,1150-1199,2288円,121分,102.5%,1361件
13,1200-1249,3070円,117分,103.5%,1414件
14,1250-1299,3599円,116分,104.1%,1270件
15,1300-1349,3195円,114分,103.7%,1304件
16,1350-1399,3329円,110分,104%,1291件
17,1400-1449,3314円,107分,104.1%,1262件
18,1450-1499,3352円,105分,104.3%,1265件
19,1500-1549,4170円,101分,105.5%,1203件
20,1550-1599,4214円,98分,105.7%,1196件
21,1600-1649,4398円,97分,106.1%,1086件
22,1650-1699,4411円,93分,106.3%,1111件
23,1700-1749,4539円,92分,106.6%,1040件
24,1750-1799,4196円,88分,106.4%,1045件
25,1800-1849,4647円,85分,107.3%,973件
26,1850-1899,4997円,81分,108.2%,1013件
27,1900-1949,4850円,77分,108.4%,963件
28,1950-1999,5158円,74分,109.3%,934件
29,2000-2049,4967円,70分,109.5%,952件
30,2050-2099,5354円,68分,110.5%,892件
31,2100-2149,5374円,65分,111%,895件
32,2150-2199,5887円,62分,112.7%,909件
33,2200-2249,5909円,58分,113.5%,800件
34,2250-2299,5526円,55分,113.5%,799件
35,2300-2349,6113円,52分,115.6%,786件
36,2350-2399,6622円,48分,118.4%,791件
37,2400-2449,7021円,47分,120%,730件
38,2450-2499,6837円,45分,120.2%,755件
39,2500-2549,7790円,43分,124.2%,696件
40,2550-2599,8264円,42分,126.2%,679件
41,2600-2649,8647円,40分,128.9%,634件
42,2650-2699,9223円,38分,132%,574件
43,2700-2749,10139円,35分,138.6%,479件
44,2750-2799,10882円,32分,145.1%,412件
45,2800-2849,11453円,29分,152.4%,329件
46,2850-2899,12793円,26分,164.8%,242件
47,2900-2949,13670円,23分,180.9%,188件
