,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,500-549,2417円,145分,102.2%,98件
1,550-599,1733円,148分,101.6%,126件
2,600-649,2289円,147分,102.1%,155件
3,650-699,2270円,138分,102.2%,183件
4,700-749,597円,141分,100.6%,226件
5,750-799,2978円,138分,102.9%,245件
6,800-849,2825円,136分,102.8%,273件
7,850-899,3013円,132分,103%,322件
8,900-949,2437円,133分,102.4%,338件
9,950-999,3396円,128分,103.5%,336件
10,1000-1049,3632円,126分,103.8%,364件
11,1050-1099,2568円,127分,102.7%,393件
12,1100-1149,2785円,124分,103%,437件
13,1150-1199,3799円,118分,104.3%,412件
14,1200-1249,4263円,120分,104.7%,425件
15,1250-1299,3700円,114分,104.3%,411件
16,1300-1349,4556円,108分,105.6%,405件
17,1350-1399,4055円,109分,105%,388件
18,1400-1449,4281円,108分,105.3%,401件
19,1450-1499,4501円,105分,105.7%,350件
20,1500-1549,3551円,102分,104.7%,330件
21,1550-1599,4529円,97分,106.2%,339件
22,1600-1649,4781円,95分,106.7%,339件
23,1650-1699,5013円,91分,107.4%,305件
24,1700-1749,4476円,88分,106.8%,312件
25,1750-1799,5273円,88分,108%,307件
26,1800-1849,5362円,83分,108.7%,273件
27,1850-1899,5794円,83分,109.3%,243件
28,1900-1949,5830円,78分,110%,269件
29,1950-1999,6726円,73分,112.3%,234件
30,2000-2049,5113円,71分,109.6%,212件
31,2050-2099,6513円,67分,113%,192件
32,2100-2149,5797円,62分,112.5%,219件
33,2150-2199,5938円,59分,113.4%,212件
34,2200-2249,6854円,54分,116.9%,199件
35,2250-2299,6902円,54分,117.2%,194件
36,2300-2349,6451円,50分,117%,184件
37,2350-2399,7548円,45分,122.4%,172件
38,2400-2449,6961円,47分,119.7%,168件
39,2450-2499,7816円,44分,123.8%,147件
40,2500-2549,7953円,44分,124.3%,162件
41,2550-2599,8481円,41分,127.7%,145件
42,2600-2649,8983円,38分,131.4%,144件
43,2650-2699,9649円,37分,135%,171件
44,2700-2749,9839円,35分,137.3%,145件
45,2750-2799,11042円,32分,146.1%,132件
46,2800-2849,12449円,29分,157.8%,136件
47,2850-2899,12824円,27分,162.3%,124件
48,2900-2949,13517円,23分,177.8%,108件
