,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1100-1149,5040円,124分,105.4%,799件
1,1150-1199,5852円,119分,106.6%,820件
2,1200-1249,5586円,118分,106.3%,727件
3,1250-1299,6046円,116分,107%,654件
4,1300-1349,5670円,113分,106.7%,617件
5,1350-1399,6099円,111分,107.3%,636件
6,1400-1449,5815円,109分,107.1%,560件
7,1450-1499,6328円,105分,108%,550件
8,1500-1549,6849円,102分,108.9%,508件
9,1550-1599,6377円,100分,108.5%,521件
10,1600-1649,6936円,97分,109.6%,577件
11,1650-1699,6533円,93分,109.4%,504件
12,1700-1749,6555円,92分,109.5%,519件
13,1750-1799,7423円,87分,111.4%,492件
14,1800-1849,7832円,84分,112.4%,453件
15,1850-1899,7275円,83分,111.6%,417件
16,1900-1949,8037円,79分,113.6%,468件
17,1950-1999,8560円,77分,114.8%,430件
18,2000-2049,7411円,71分,113.9%,415件
19,2050-2099,7668円,68分,115.1%,379件
20,2100-2149,7929円,63分,116.8%,390件
21,2150-2199,8595円,58分,119.7%,405件
22,2200-2249,8604円,55分,120.7%,384件
23,2250-2299,7791円,51分,120.2%,402件
24,2300-2349,7918円,49分,121.3%,352件
25,2350-2399,8255円,48分,123.1%,349件
26,2400-2449,9011円,44分,127%,372件
27,2450-2499,8669円,44分,126.5%,314件
28,2500-2549,9235円,42分,129.6%,353件
29,2550-2599,9706円,41分,131.4%,324件
30,2600-2649,10097円,39分,134.4%,303件
31,2650-2699,10614円,38分,137.2%,270件
32,2700-2749,10592円,35分,139.8%,300件
33,2750-2799,11454円,33分,146.6%,250件
34,2800-2849,12681円,30分,156.3%,259件
35,2850-2899,13370円,26分,168.3%,244件
36,2900-2949,14309円,24分,178.5%,206件
