,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1200-1249,8358円,108分,110.3%,14件
1,1250-1299,9611円,116分,111%,19件
2,1300-1349,11000円,102分,114.4%,25件
3,1350-1399,9679円,107分,112.1%,31件
4,1400-1449,11112円,98分,115.1%,16件
5,1450-1499,9099円,107分,111.4%,16件
6,1500-1549,10743円,98分,114.6%,26件
7,1550-1599,8515円,102分,111.2%,29件
8,1600-1649,10702円,92分,115.5%,42件
9,1650-1699,11281円,94分,116%,32件
10,1700-1749,10413円,94分,114.8%,36件
11,1750-1799,11024円,81分,118.2%,30件
12,1800-1849,10991円,83分,117.7%,36件
13,1850-1899,7733円,73分,114.2%,26件
14,1900-1949,10948円,78分,118.7%,33件
15,1950-1999,10106円,71分,118.9%,43件
16,2000-2049,11732円,70分,122.3%,37件
17,2050-2099,9159円,68分,117.8%,38件
18,2100-2149,10350円,63分,121.8%,39件
19,2150-2199,11805円,54分,129.1%,32件
20,2200-2249,10539円,53分,126.5%,35件
21,2250-2299,10774円,47分,130.5%,44件
22,2300-2349,11232円,47分,132%,40件
23,2350-2399,7620円,45分,122.4%,40件
24,2400-2449,8932円,42分,128.6%,31件
25,2450-2499,10272円,38分,136.2%,48件
26,2500-2549,7697円,43分,123.8%,42件
27,2550-2599,9130円,38分,132.4%,38件
28,2600-2649,10562円,34分,141%,31件
29,2650-2699,12252円,31分,153.1%,39件
30,2700-2749,11089円,33分,144.4%,26件
31,2750-2799,11681円,29分,153.5%,23件
32,2800-2849,12625円,28分,160.6%,32件
33,2850-2899,14147円,27分,171.1%,30件
34,2900-2949,14586円,24分,180.4%,21件
