,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,950-999,2618円,133分,102.6%,23件
1,1000-1049,2797円,127分,102.9%,32件
2,1050-1099,2260円,121分,102.5%,41件
3,1100-1149,3538円,127分,103.7%,33件
4,1150-1199,3493円,122分,103.8%,66件
5,1200-1249,4539円,109分,105.6%,59件
6,1250-1299,4173円,110分,105.1%,65件
7,1300-1349,3034円,108分,103.7%,67件
8,1350-1399,4313円,103分,105.6%,83件
9,1400-1449,5362円,102分,107%,75件
10,1450-1499,4181円,104分,105.4%,73件
11,1500-1549,3985円,96分,105.5%,83件
12,1550-1599,4153円,95分,105.8%,78件
13,1600-1649,4638円,96分,106.5%,86件
14,1650-1699,5316円,89分,108%,73件
15,1700-1749,3947円,85分,106.2%,90件
16,1750-1799,4736円,86分,107.4%,81件
17,1800-1849,5824円,79分,109.9%,84件
18,1850-1899,5603円,76分,109.9%,96件
19,1900-1949,6287円,76分,111.1%,97件
20,1950-1999,4027円,71分,107.5%,79件
21,2000-2049,6563円,68分,112.9%,106件
22,2050-2099,6588円,66分,113.3%,112件
23,2100-2149,4919円,61分,110.8%,87件
24,2150-2199,6400円,58分,114.7%,90件
25,2200-2249,5683円,57分,113.3%,80件
26,2250-2299,5220円,53分,113.2%,85件
27,2300-2349,6919円,51分,118.2%,65件
28,2350-2399,6062円,45分,117.8%,71件
29,2400-2449,4612円,49分,112.6%,63件
30,2450-2499,7109円,41分,123.1%,61件
31,2500-2549,9064円,34分,135.2%,43件
32,2550-2599,8266円,38分,128.8%,49件
33,2600-2649,7733円,37分,127.5%,41件
34,2650-2699,8542円,35分,132.2%,49件
35,2700-2749,9364円,34分,136.7%,61件
36,2750-2799,10751円,30分,147.3%,42件
37,2800-2849,11154円,27分,154.1%,33件
38,2850-2899,12618円,26分,164.7%,48件
39,2900-2949,13472円,23分,177.7%,44件
