,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,450-499,-865円,152分,99.2%,56件
1,500-549,-307円,149分,99.7%,87件
2,550-599,64円,146分,100.1%,112件
3,600-649,-461円,142分,99.6%,151件
4,650-699,871円,140分,100.8%,157件
5,700-749,724円,139分,100.7%,171件
6,750-799,659円,137分,100.6%,193件
7,800-849,215円,137分,100.2%,235件
8,850-899,776円,133分,100.8%,231件
9,900-949,1119円,132分,101.1%,232件
10,950-999,2006円,126分,102.1%,306件
11,1000-1049,2208円,125分,102.4%,287件
12,1050-1099,1385円,123分,101.5%,342件
13,1100-1149,2203円,123分,102.4%,332件
14,1150-1199,1746円,119分,102%,341件
15,1200-1249,1376円,117分,101.6%,389件
16,1250-1299,2170円,116分,102.5%,381件
17,1300-1349,2458円,112分,102.9%,323件
18,1350-1399,1867円,113分,102.2%,337件
19,1400-1449,2583円,106分,103.3%,351件
20,1450-1499,2055円,106分,102.6%,339件
21,1500-1549,2896円,100分,103.9%,341件
22,1550-1599,2362円,97分,103.2%,334件
23,1600-1649,4137円,94分,105.9%,333件
24,1650-1699,4303円,93分,106.2%,368件
25,1700-1749,3339円,89分,105%,295件
26,1750-1799,3636円,87分,105.6%,300件
27,1800-1849,4410円,82分,107.2%,283件
28,1850-1899,4552円,77分,107.9%,280件
29,1900-1949,5170円,76分,109.1%,255件
30,1950-1999,5098円,73分,109.3%,248件
31,2000-2049,5021円,68分,109.8%,229件
32,2050-2099,5731円,67分,111.4%,227件
33,2100-2149,6057円,62分,112.9%,224件
34,2150-2199,5109円,62分,111.1%,221件
35,2200-2249,3848円,60分,108.5%,199件
36,2250-2299,5734円,52分,114.7%,184件
37,2300-2349,5737円,51分,115%,181件
38,2350-2399,6032円,47分,116.9%,188件
39,2400-2449,6074円,47分,117.4%,185件
40,2450-2499,6662円,43分,120.5%,158件
41,2500-2549,6356円,43分,119.7%,172件
42,2550-2599,7037円,42分,122.1%,140件
43,2600-2649,8563円,37分,130.5%,158件
44,2650-2699,9164円,37分,133%,125件
45,2700-2749,9717円,33分,139.1%,155件
46,2750-2799,9980円,34分,139.4%,123件
47,2800-2849,11231円,29分,151.7%,116件
48,2850-2899,12408円,25分,165.3%,113件
49,2900-2949,13172円,23分,175.7%,116件
