,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1400-1449,7601円,109分,109.3%,866件
1,1450-1499,7707円,105分,109.8%,790件
2,1500-1549,7373円,100分,109.9%,726件
3,1550-1599,8306円,100分,111%,706件
4,1600-1649,7248円,96分,110.1%,715件
5,1650-1699,7997円,94分,111.3%,699件
6,1700-1749,7834円,90分,111.6%,712件
7,1750-1799,8283円,87分,112.7%,645件
8,1800-1849,8746円,84分,113.8%,602件
9,1850-1899,8796円,83分,114.2%,633件
10,1900-1949,8916円,80分,114.8%,594件
11,1950-1999,8622円,76分,115.1%,590件
12,2000-2049,8862円,74分,115.9%,603件
13,2050-2099,9319円,70分,117.7%,605件
14,2100-2149,9572円,66分,119.2%,529件
15,2150-2199,9289円,61分,120.4%,561件
16,2200-2249,8636円,55分,121%,523件
17,2250-2299,9043円,49分,124.4%,510件
18,2300-2349,9378円,47分,126.4%,493件
19,2350-2399,9143円,45分,127%,477件
20,2400-2449,9206円,43分,128.6%,475件
21,2450-2499,9458円,42分,129.8%,483件
22,2500-2549,10206円,40分,134.4%,447件
23,2550-2599,10457円,39分,135.8%,447件
24,2600-2649,10565円,39分,136.6%,436件
25,2650-2699,11021円,37分,139.5%,401件
26,2700-2749,12020円,34分,147.1%,418件
27,2750-2799,12219円,32分,150.9%,395件
28,2800-2849,12678円,29分,158.5%,382件
29,2850-2899,13607円,27分,167.3%,357件
30,2900-2949,13511円,28分,165.5%,319件
