,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,600-649,2913円,137分,102.8%,7406件
1,650-699,3229円,135分,103.2%,2369件
2,700-749,3520円,132分,103.5%,1246件
3,750-799,3388円,131分,103.5%,854件
4,800-849,3891円,129分,104%,716件
5,850-899,3797円,129分,103.9%,600件
6,900-949,4404円,125分,104.7%,567件
7,950-999,4811円,120分,105.3%,566件
8,1000-1049,4217円,121分,104.7%,562件
9,1050-1099,4851円,119分,105.4%,498件
10,1100-1149,4692円,116分,105.4%,507件
11,1150-1199,4932円,116分,105.7%,545件
12,1200-1249,5692円,115分,106.6%,524件
13,1250-1299,5057円,110分,106.1%,477件
14,1300-1349,5296円,107分,106.6%,575件
15,1350-1399,5169円,103分,106.7%,506件
16,1400-1449,6096円,100分,108.1%,526件
17,1450-1499,7140円,97分,109.8%,518件
18,1500-1549,6666円,97分,109.2%,495件
19,1550-1599,6853円,96分,109.5%,500件
20,1600-1649,6906円,90分,110.3%,484件
21,1650-1699,6401円,86分,109.9%,420件
22,1700-1749,7397円,86分,111.4%,424件
23,1750-1799,6592円,82分,110.8%,424件
24,1800-1849,7324円,80分,112.3%,409件
25,1850-1899,7030円,78分,112%,422件
26,1900-1949,7742円,75分,113.8%,374件
27,1950-1999,8319円,72分,115.5%,358件
28,2000-2049,8841円,69分,117%,371件
29,2050-2099,8922円,66分,118%,354件
30,2100-2149,8231円,63分,117.5%,328件
31,2150-2199,9533円,60分,121%,361件
32,2200-2249,9544円,56分,122.6%,340件
33,2250-2299,9632円,53分,124%,320件
34,2300-2349,10075円,45分,130.2%,307件
35,2350-2399,9574円,38分,133.2%,303件
36,2400-2449,9696円,35分,136.8%,291件
37,2450-2499,10350円,35分,139.5%,273件
38,2500-2549,10441円,34分,141.3%,298件
39,2550-2599,10234円,33分,141.2%,295件
40,2600-2649,10991円,31分,146.6%,286件
41,2650-2699,11601円,30分,151.9%,252件
42,2700-2749,11899円,29分,154.5%,250件
43,2750-2799,12249円,27分,161%,271件
44,2800-2849,12553円,26分,164.1%,230件
45,2850-2899,13757円,23分,181%,246件
46,2900-2949,13541円,21分,185.4%,211件
