,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,750-799,2788円,140分,102.7%,1665件
1,800-849,3155円,137分,103.1%,1609件
2,850-899,2810円,134分,102.8%,2851件
3,900-949,2936円,134分,102.9%,1650件
4,950-999,2831円,131分,102.9%,1700件
5,1000-1049,3236円,129分,103.4%,1464件
6,1050-1099,3453円,126分,103.7%,1312件
7,1100-1149,3488円,124分,103.8%,1278件
8,1150-1199,3233円,122分,103.5%,1249件
9,1200-1249,2964円,119分,103.3%,1139件
10,1250-1299,3864円,116分,104.5%,1174件
11,1300-1349,4636円,114分,105.4%,1067件
12,1350-1399,4062円,112分,104.9%,1093件
13,1400-1449,4121円,108分,105.1%,1084件
14,1450-1499,4076円,105分,105.2%,1050件
15,1500-1549,4343円,102分,105.7%,1091件
16,1550-1599,4936円,99分,106.6%,994件
17,1600-1649,5247円,96分,107.3%,1021件
18,1650-1699,5068円,95分,107.1%,882件
19,1700-1749,5131円,91分,107.5%,919件
20,1750-1799,5467円,90分,108.1%,868件
21,1800-1849,4831円,85分,107.5%,836件
22,1850-1899,5434円,82分,108.9%,826件
23,1900-1949,5805円,78分,109.9%,834件
24,1950-1999,5953円,74分,110.7%,802件
25,2000-2049,5829円,71分,110.9%,777件
26,2050-2099,5612円,67分,111.2%,805件
27,2100-2149,5898円,64分,112.2%,740件
28,2150-2199,6346円,62分,113.7%,759件
29,2200-2249,6530円,58分,115%,763件
30,2250-2299,6294円,55分,115.3%,648件
31,2300-2349,6211円,51分,116.2%,680件
32,2350-2399,6830円,49分,118.5%,661件
33,2400-2449,7340円,46分,121.1%,658件
34,2450-2499,7769円,45分,122.8%,608件
35,2500-2549,7570円,44分,123%,625件
36,2550-2599,8736円,41分,128.3%,572件
37,2600-2649,9282円,40分,131%,559件
38,2650-2699,9591円,38分,133.9%,525件
39,2700-2749,10172円,36分,137.5%,476件
40,2750-2799,11221円,33分,146%,386件
41,2800-2849,12135円,29分,155.1%,346件
42,2850-2899,12737円,26分,164.8%,273件
43,2900-2949,14048円,24分,179.4%,185件
