,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1300-1349,6861円,117分,107.8%,73件
1,1350-1399,7010円,112分,108.4%,65件
2,1400-1449,7011円,106分,108.8%,70件
3,1450-1499,6215円,102分,108.1%,64件
4,1500-1549,6856円,98分,109.3%,74件
5,1550-1599,5617円,100分,107.5%,86件
6,1600-1649,6902円,94分,109.8%,88件
7,1650-1699,7309円,94分,110.4%,107件
8,1700-1749,7194円,91分,110.6%,90件
9,1750-1799,7936円,90分,111.7%,94件
10,1800-1849,8411円,87分,112.9%,88件
11,1850-1899,7515円,82分,112.2%,75件
12,1900-1949,7624円,76分,113.3%,104件
13,1950-1999,7339円,76分,112.9%,95件
14,2000-2049,6838円,71分,112.8%,85件
15,2050-2099,8623円,65分,117.8%,80件
16,2100-2149,6657円,64分,113.8%,63件
17,2150-2199,6585円,63分,113.9%,75件
18,2200-2249,7199円,59分,116.2%,54件
19,2250-2299,6674円,57分,115.6%,54件
20,2300-2349,7528円,49分,120.4%,60件
21,2350-2399,8829円,45分,125.9%,62件
22,2400-2449,7926円,46分,122.8%,47件
23,2450-2499,7067円,47分,119.9%,49件
24,2500-2549,9289円,43分,128.9%,59件
25,2550-2599,9142円,42分,129.2%,47件
26,2600-2649,9594円,41分,131.6%,57件
27,2650-2699,9682円,41分,131.5%,54件
28,2700-2749,10942円,36分,140.4%,42件
29,2750-2799,12223円,33分,149.1%,39件
30,2800-2849,12229円,30分,154.8%,37件
31,2850-2899,13466円,25分,171%,36件
32,2900-2949,14537円,25分,178.3%,47件
