,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,600-649,321円,140分,100.3%,75件
1,650-699,1539円,140分,101.5%,124件
2,700-749,1719円,137分,101.7%,252件
3,750-799,1652円,134分,101.6%,306件
4,800-849,3316円,126分,103.5%,315件
5,850-899,2314円,128分,102.4%,297件
6,900-949,2884円,125分,103.1%,340件
7,950-999,2813円,126分,103%,325件
8,1000-1049,2496円,126分,102.6%,331件
9,1050-1099,3666円,117分,104.2%,344件
10,1100-1149,3228円,119分,103.6%,322件
11,1150-1199,3932円,113分,104.7%,293件
12,1200-1249,3210円,116分,103.7%,362件
13,1250-1299,3789円,109分,104.6%,350件
14,1300-1349,4136円,108分,105.1%,394件
15,1350-1399,4316円,107分,105.4%,296件
16,1400-1449,4052円,101分,105.3%,328件
17,1450-1499,5072円,103分,106.6%,262件
18,1500-1549,4550円,97分,106.2%,279件
19,1550-1599,5062円,97分,107%,249件
20,1600-1649,4458円,89分,106.7%,232件
21,1650-1699,5829円,90分,108.7%,238件
22,1700-1749,5698円,87分,108.7%,199件
23,1750-1799,5807円,84分,109.2%,220件
24,1800-1849,7037円,80分,111.8%,234件
25,1850-1899,5824円,78分,110%,231件
26,1900-1949,6273円,77分,110.8%,217件
27,1950-1999,6320円,74分,111.3%,168件
28,2000-2049,6607円,69分,112.8%,182件
29,2050-2099,7611円,65分,115.6%,168件
30,2100-2149,8050円,63分,117.1%,180件
31,2150-2199,6777円,59分,115.2%,167件
32,2200-2249,7959円,55分,119.4%,169件
33,2250-2299,7781円,48分,121.6%,166件
34,2300-2349,7396円,44分,122.4%,164件
35,2350-2399,8541円,40分,128.4%,146件
36,2400-2449,9266円,38分,132.4%,145件
37,2450-2499,9136円,38分,132.1%,129件
38,2500-2549,8466円,39分,129.3%,126件
39,2550-2599,9471円,36分,135.5%,105件
40,2600-2649,9959円,36分,137.3%,120件
41,2650-2699,11060円,34分,143.7%,117件
42,2700-2749,10700円,34分,142.3%,113件
43,2750-2799,11289円,29分,151.9%,113件
44,2800-2849,11541円,29分,153.9%,111件
45,2850-2899,12517円,26分,163.9%,91件
46,2900-2949,13159円,22分,180.1%,74件
