,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1400-1449,5420円,107分,106.8%,2425件
1,1450-1499,5397円,106分,106.8%,2301件
2,1500-1549,5659円,103分,107.3%,2342件
3,1550-1599,5712円,100分,107.6%,2209件
4,1600-1649,5800円,97分,108%,2222件
5,1650-1699,5823円,95分,108.2%,2219件
6,1700-1749,5851円,92分,108.5%,2115件
7,1750-1799,6083円,89分,109.1%,1986件
8,1800-1849,5817円,85分,109.1%,2068件
9,1850-1899,6083円,82分,109.9%,2019件
10,1900-1949,5690円,78分,109.7%,1810件
11,1950-1999,6490円,75分,111.6%,1886件
12,2000-2049,6606円,72分,112.3%,1791件
13,2050-2099,6480円,69分,112.6%,1776件
14,2100-2149,6447円,66分,113.1%,1744件
15,2150-2199,6615円,63分,114.1%,1721件
16,2200-2249,6772円,59分,115.3%,1634件
17,2250-2299,6933円,55分,116.7%,1564件
18,2300-2349,7408円,51分,119.4%,1568件
19,2350-2399,7191円,50分,119.3%,1524件
20,2400-2449,7664円,47分,121.9%,1490件
21,2450-2499,8074円,45分,124.1%,1488件
22,2500-2549,8409円,44分,125.6%,1410件
23,2550-2599,8420円,43分,125.9%,1177件
