,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,450-499,2円,146分,100%,12918件
1,500-549,291円,145分,100.3%,4060件
2,550-599,861円,142分,100.8%,2139件
3,600-649,929円,141分,100.9%,1441件
4,650-699,840円,139分,100.8%,1204件
5,700-749,791円,137分,100.8%,1017件
6,750-799,1299円,135分,101.3%,959件
7,800-849,1556円,131分,101.6%,942件
8,850-899,1253円,131分,101.3%,964件
9,900-949,1704円,127分,101.8%,868件
10,950-999,1410円,126分,101.5%,845件
11,1000-1049,1979円,124分,102.1%,917件
12,1050-1099,2582円,124分,102.8%,903件
13,1100-1149,2150円,119分,102.4%,795件
14,1150-1199,2276円,115分,102.6%,949件
15,1200-1249,2612円,113分,103.1%,919件
16,1250-1299,2822円,112分,103.4%,861件
17,1300-1349,3694円,108分,104.5%,869件
18,1350-1399,3946円,107分,104.9%,826件
19,1400-1449,3468円,105分,104.4%,866件
20,1450-1499,3701円,101分,104.9%,790件
21,1500-1549,3598円,96分,105%,726件
22,1550-1599,4404円,97分,106.1%,706件
23,1600-1649,3613円,93分,105.2%,715件
24,1650-1699,4352円,91分,106.4%,699件
25,1700-1749,4360円,87分,106.7%,712件
26,1750-1799,4871円,84分,107.7%,645件
27,1800-1849,5351円,81分,108.8%,602件
28,1850-1899,5493円,80分,109.2%,633件
29,1900-1949,5673円,78分,109.8%,594件
30,1950-1999,5564円,73分,110.1%,590件
31,2000-2049,5841円,72分,110.9%,603件
32,2050-2099,6408円,68分,112.6%,605件
33,2100-2149,6770円,64分,114.1%,529件
34,2150-2199,6720円,58分,115.3%,561件
35,2200-2249,6363円,53分,116%,523件
36,2250-2299,6900円,48分,119.3%,510件
37,2300-2349,7345円,46分,121.5%,493件
38,2350-2399,7197円,43分,122.1%,477件
39,2400-2449,7300円,41分,123.6%,475件
40,2450-2499,7556円,41分,124.8%,483件
41,2500-2549,8379円,38分,129.5%,447件
42,2550-2599,8631円,37分,130.8%,447件
43,2600-2649,8739円,37分,131.6%,436件
44,2650-2699,9195円,36分,134.4%,401件
45,2700-2749,10193円,32分,141.9%,418件
46,2750-2799,10393円,30分,145.6%,395件
47,2800-2849,10852円,27分,153%,382件
48,2850-2899,11781円,25分,162%,357件
49,2900-2949,11685円,26分,160.2%,319件
