,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,1450-1499,9268円,107分,111.6%,262件
1,1500-1549,8451円,101分,111.2%,279件
2,1550-1599,8972円,100分,111.9%,249件
3,1600-1649,7965円,92分,111.5%,232件
4,1650-1699,9549円,93分,113.7%,238件
5,1700-1749,9286円,90分,113.7%,199件
6,1750-1799,9267円,87分,114.2%,220件
7,1800-1849,10504円,83分,117%,234件
8,1850-1899,9031円,81分,114.9%,231件
9,1900-1949,9509円,80分,115.8%,217件
10,1950-1999,9443円,77分,116.3%,168件
11,2000-2049,9551円,72分,117.8%,182件
12,2050-2099,10561円,68分,120.8%,168件
13,2100-2149,10942円,65分,122.3%,180件
14,2150-2199,9345円,62分,120.2%,167件
15,2200-2249,10420円,57分,124.4%,169件
16,2250-2299,9981円,50分,126.6%,166件
17,2300-2349,9381円,46分,127.3%,164件
18,2350-2399,10459円,42分,133.4%,146件
19,2400-2449,11171円,40分,137.4%,145件
20,2450-2499,11028円,40分,137.1%,129件
21,2500-2549,10333円,40分,134.2%,126件
22,2550-2599,11338円,37分,140.6%,105件
23,2600-2649,11826円,37分,142.3%,120件
24,2650-2699,12927円,35分,148.7%,117件
25,2700-2749,12566円,35分,147.3%,113件
26,2750-2799,13156円,31分,157.3%,113件
27,2800-2849,13408円,30分,159.2%,111件
28,2850-2899,14384円,28分,169.1%,91件
29,2900-2949,15026円,24分,185.1%,74件
