,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,750-799,1279円,139分,101.2%,66件
1,800-849,3296円,128分,103.4%,72件
2,850-899,3086円,119分,103.4%,88件
3,900-949,1059円,125分,101.1%,123件
4,950-999,2308円,127分,102.4%,123件
5,1000-1049,2268円,123分,102.5%,125件
6,1050-1099,1879円,123分,102%,149件
7,1100-1149,1168円,123分,101.3%,154件
8,1150-1199,3106円,120分,103.4%,164件
9,1200-1249,4207円,113分,104.9%,171件
10,1250-1299,2296円,114分,102.7%,176件
11,1300-1349,2081円,110分,102.5%,223件
12,1350-1399,3971円,105分,105%,200件
13,1400-1449,3929円,109分,104.8%,206件
14,1450-1499,4224円,100分,105.6%,197件
15,1500-1549,4889円,94分,107%,208件
16,1550-1599,4805円,94分,106.8%,188件
17,1600-1649,4797円,96分,106.6%,190件
18,1650-1699,4719円,89分,107.1%,166件
19,1700-1749,4162円,86分,106.4%,158件
20,1750-1799,4776円,87分,107.3%,166件
21,1800-1849,4874円,79分,108.2%,152件
22,1850-1899,5244円,79分,108.9%,146件
23,1900-1949,5453円,75分,109.8%,160件
24,1950-1999,5272円,73分,109.6%,144件
25,2000-2049,6275円,68分,112.3%,123件
26,2050-2099,6949円,69分,113.5%,137件
27,2100-2149,6121円,63分,113%,119件
28,2150-2199,8098円,56分,119.3%,102件
29,2200-2249,5788円,56分,113.8%,94件
30,2250-2299,6649円,50分,117.9%,80件
31,2300-2349,5922円,46分,117.1%,109件
32,2350-2399,7911円,41分,125.7%,119件
33,2400-2449,8220円,38分,128.5%,91件
34,2450-2499,8311円,41分,127%,85件
35,2500-2549,8256円,42分,126.5%,77件
36,2550-2599,9714円,37分,135.1%,86件
37,2600-2649,9015円,37分,132.7%,80件
38,2650-2699,9987円,35分,137.7%,72件
39,2700-2749,10012円,34分,139.6%,75件
40,2750-2799,10677円,31分,146.3%,71件
41,2800-2849,10737円,28分,151.6%,67件
42,2850-2899,12632円,26分,165.4%,86件
43,2900-2949,13276円,21分,184.5%,63件
