,有利区間ハマり,期待値(等価),時間,出玉率,ｻﾝﾌﾟﾙ
0,500-549,1137円,148分,101%,118件
1,550-599,2891円,141分,102.7%,199件
2,600-649,2136円,144分,102%,342件
3,650-699,2062円,142分,101.9%,429件
4,700-749,3275円,134分,103.2%,451件
5,750-799,2495円,134分,102.5%,432件
6,800-849,2438円,134分,102.4%,455件
7,850-899,2961円,130分,103%,459件
8,900-949,2790円,132分,102.8%,476件
9,950-999,3543円,126分,103.8%,476件
10,1000-1049,2981円,126分,103.1%,444件
11,1050-1099,4251円,121分,104.7%,444件
12,1100-1149,3578円,122分,103.9%,543件
13,1150-1199,3847円,117分,104.4%,521件
14,1200-1249,3645円,115分,104.2%,558件
15,1250-1299,4435円,113分,105.2%,444件
16,1300-1349,3726円,108分,104.6%,467件
17,1350-1399,4329円,110分,105.3%,402件
18,1400-1449,4299円,105分,105.5%,405件
19,1450-1499,4390円,104分,105.6%,336件
20,1500-1549,4430円,98分,106%,329件
21,1550-1599,5401円,97分,107.4%,345件
22,1600-1649,5466円,93分,107.8%,290件
23,1650-1699,5208円,93分,107.5%,304件
24,1700-1749,5717円,88分,108.6%,324件
25,1750-1799,5474円,85分,108.6%,320件
26,1800-1849,5614円,85分,108.8%,314件
27,1850-1899,5911円,80分,109.9%,240件
28,1900-1949,6091円,76分,110.7%,255件
29,1950-1999,6828円,73分,112.5%,251件
30,2000-2049,7408円,70分,114.1%,254件
31,2050-2099,6286円,67分,112.5%,242件
32,2100-2149,6990円,64分,114.6%,230件
33,2150-2199,7171円,58分,116.5%,227件
34,2200-2249,7044円,53分,117.8%,232件
35,2250-2299,7210円,49分,119.6%,207件
36,2300-2349,7848円,45分,123.2%,203件
37,2350-2399,7711円,45分,122.9%,187件
38,2400-2449,7784円,42分,124.6%,187件
39,2450-2499,8818円,40分,129.4%,171件
40,2500-2549,8741円,41分,128.5%,177件
41,2550-2599,9472円,40分,131.8%,159件
42,2600-2649,9618円,39分,133.3%,164件
43,2650-2699,9795円,36分,136.4%,157件
44,2700-2749,10284円,34分,140%,158件
45,2750-2799,10941円,32分,145.8%,136件
46,2800-2849,11792円,29分,154%,125件
47,2850-2899,12591円,26分,163.9%,157件
48,2900-2949,13421円,22分,179.5%,128件
